acqsysID:ID,name,component_name,title,description,:LABEL
acqsys001411,C5 MIS,C5 CREEPER,C-5 CREEPER INDEX TOOL,"Provide status of Strategic Air managed NSN's, applied to performance formula to rank as to coverage and support status",AcquisitionSystem
acqsys001412,C5 MIS,C5 CUMULATIVEMICAPTOOL,C-5 CUMULATIVE MICAP TOOL,Pull MICAP data from WSMIS/Ram to show total MICAP hours and incidents at the component level from inception to current. Use the data to create trend charts for Deputy SPD review. Display on the LA website.,AcquisitionSystem
acqsys001413,C5 MIS,C5 DEPDISCREPANCIES,C-5 DEPARTURE DISCREPANCIES TOOL,Provide data on C-5 aborted take offs and departures in a central database for analysis,AcquisitionSystem
acqsys001414,C5 MIS,C5 ISE BY BRANCH,C-5 ISSUE/STOCKAGE EFFECTIVENESS BY BRANCH,"Generate charts of SMAG Issue & Stockage Effectiveness by branch. The IM code for each NSN determines the respective branch : Avionics, Mechanical or Structural. Both a graphic chart and a spreadsheet of supporting peel back data is to be generated.",AcquisitionSystem
acqsys001415,C5 MIS,C5 MIMS,C-5 MICAP INFORMATION MANAGEMENT SOURCE,C-5 MICAP Information Management Source (C5 MIMS) provides detail data on MICAP for C-5 with links to supporting data systemss. Approved as planned.This systems does not meet the criteria for Internal Use Software (IUS) reporting.,AcquisitionSystem
acqsys001417,C5 MIS,C5 OPEN BA,C-5 OPEN BA ANALYSIS TOOL,"Analysis of Open B/A?s by date aging criteria by branch. Use weekly reports from LG data source to provide charts of data of Open B/A?s grouped by age of the B/A. Output is to be charts on the web site of the three branches (Avionics, Mechanical and Structural) for each of the three ALCs (OC, OO and WR).",AcquisitionSystem
acqsys001418,C5 MIS,C5 PARTSIMPACT,C-5 IMPACT ON PARTS,Automate pulling data into Excel Spreadsheets & PowerPoint Slides. The spreadsheets & slides will be generated monthly and e-mailed to Beth Blakely. They will also be available on the intranet so other users within LA can view or e-mail to themselves.,AcquisitionSystem
acqsys001419,C5 MIS,C5 PDM CANN,C-5 PROGRAMMED DEPOT MAINTENANCE CANNIBALIZATION TOOL,"Automate the PDM Cann Request Process. Create a form and database. Every FY, a new database will need to be automatically created and new tracking numbers used. Each database will be named by FY and tracking numbers will auto generate. Requests will be numbered 01-001, 01-002, etc. Data currently contained in Excel Spreadsheets from this FY and previous FY?s will need to be added to the systems. XLS spreadsheets and PPT slides will need to be created automatically at the touch of a button.This systems does not meet the Internal Use Software (IUS) reporting.",AcquisitionSystem
acqsys001420,C5 MIS,C5 PROD PARTS BY IM,C-5 PRODUCTION PARTS BY ITEM MANAGER CODE,Web based graphs of data grouped by IM code on weekly basis detailing production constraint problems at both the RCC shop and each ALC reporting level. Ability to review both current week data and prior weeks that are archived.,AcquisitionSystem
acqsys001421,C5 MIS,C5 PROD PARTS REV,C-5 PRODUCTION PARTS REVIEW,Automate the creation of excel spreadsheets and PowerPoint slides. A web page with the Parts Constraint Review briefing and backup information already created.,AcquisitionSystem
acqsys001422,C5 MIS,C5 RSP,C-5 READINESS SPARES PACKAGE TOOL,Generate metric charts to show status and level of readiness spares kits,AcquisitionSystem
acqsys001423,C5 MIS,C5 SMART VS SURGE,C-5 SMART VS SURGE TOOL,"Automate pulling data from Surge Spreadsheet and SMART systems and putting into one report. E-mails will be automatically sent to designated persons in LA, LAE, LAO, LAK, LAS, and DLA with a suspense. They will have appropriate personnel fill in needed information in the report. If information is missing at the suspense deadline, a reminder e-mail will be sent to the appropriate division.",AcquisitionSystem
acqsys001424,C5 MIS,C5 STAFF SLIDES,C-5 STAFF MEETING SLIDES,C-5 Staff Meeting automates the display of the weekly staff meeting Powerpoint slides via the web. Intended result is that the presenter will be able to pick the topics to be viewed/discussed and the order of presentation without being restricted by the physical layout order of the presentation file. Formerly reported under Initiative #1363.This systems does not meet the criteria for Internal Use Software (IUS) reporting.,AcquisitionSystem
acqsys001425,C5 MIS,C-5 SUPPLEMENTS,C-5 T. O. SUPPLEMENTS,"C-5 Technical Order Supplements displayed for worldwide dissemination using a web database application. Program displays listings, adds, edits, deletes, archives and uploads PDF images of C-5 T.O. Supplements via Secure website for WR-ALC/LT website for C-5 Technical Order Supplements. This systems does not meet the criteria for Internal Use Software (IUS) reporting.",AcquisitionSystem
acqsys001426,C5 MIS,C5 SURGE,C-5 SURGE TOOL,Pull and display C-5 NSN's in surge status,AcquisitionSystem
acqsys001427,C5 MIS,C5 TOP 100,C-5 TOP 100 DRIVERS,Compile data on top 100 C-5 Backorder NSN's,AcquisitionSystem
acqsys001435,C5 MIS,C5EM,C5 ENGINEERING METRICS,"This systems pulls data from various sources and displays several high level metrics, important to the LTE office, on a single web page.This systems does not meet the criteria for Internal Use Software (IUS) reporting.",AcquisitionSystem
acqsys060019,CALM,CALM,Contract Acquisition Life-cycle Management (CALM),"FSS-19 is a collection of mainframe Work Flow Language (WFL) scripts that run on the Clearpath Unisys mainframe for the principal data processing of the FSS-19 System. Many of these modules work with other FSS-19 sub-applications to provide the data interaction functionality for user interfaces (such as FSS On-line, eFSSOnline, etc.) FSS-19 Modules are implemented via the WFL scripts. The FSS-19 PR (Procurement) module automatically processes orders from the OP module (Purchase Orders) and sends all Federal Acquisition Service (FAS) Awards data to Federal Procurement Data System (FPDS). Also provides support to maintain Contract Writing System, maintain Industrial Funding Fee (IFF) Sales Records, and generate Multiple Award Schedule (MAS) and IFF Management Reports.",AcquisitionSystem
acqsys008552,CAMIS,CAMIS,CONTRACT/GRANT MANAGEMENT INFORMATION SYSTEM (CAMIS),"ONR has a DoD Wide mission to perform Post Award Administration on Contracts and Grants with Universities and a number of Nonprofit Organizations. This systems is the tool used by ONR to execute this mission. It is specifically designed to facilitate cash management of grants and to ensure that universities are able to expend funds at a rate sufficient to protect ONR research budgets. It has a number of automated functions which support monitor performance, report submission, property administration and electronic invoice processing.",AcquisitionSystem
acqsys010581,CAMP,CAMP,CAREER ACQUISITION MANAGEMENT PORTAL,"The Career Acquisition Management Portal (CAMP) is used by the U.S. Army Acquisition Support Center to provide 21st century capabilities to the Army Acquisition Workforce. The CAMP?s major components are the Career Acquisition Personnel and Position Management Information systems (CAPPMIS), the Military Acquisition Position List (MAPL) Review Board systems, the Workforce Management Inquiry (WMI) systems, the Defense Acquisition Workforce Development Fund (DAWDF) systems, the Army Acquisition Workforce Dashboard (AAWD), the Acquisition Awards Board, and the Document Management systems (DMS). The CAMP is a non-acquisition category (ACAT), web-based systems serving as the single collection point providing consolidated access to Army Acquisition career management applications and tools for the Army Acquisition Workforce (AAW). The CAMP provides a) Enterprise Access Management Service ? Army (EAMS-A) Single Sign-On to all systems users, b) environment and foundation for additional U.S. Army Acquisition Support Center (USAASC) programs and systemss, c) improved access and security for web-based systems admin tools, d) consolidated AAW reporting, and e) role-based access controls at the user level.The CAPPMIS is used to meet the mandate of DODI 5000.66 stating that the heads of DOD Components are responsible for providing data for metrics and information to the management information systems determined by USD(A&S) and establish and implement career development programs in support of the AT&L Workforce Education, Training, and Career Development Program. The CAPPMIS supplies career development and management tools for continuing education, acquisition certifications to US Army Acquisition military and civilian customers. The CAPPMIS provides tools for supervisory functions related to planning, approving and tracking training and education. CAPPMIS maintains three critical datasets required by the AAW as the official Data Source of Record - Acquisition Career Record Brief (ACRB); Senior Rater Potential Evaluation (SRPE); and Achieved Acquisition Certifications. Other major components of CAPPMIS include the Individual Development Plan (IDP), a Reports Module, the Army Acquisition Professional Development systems (AAPDS), a Workforce Management Module, and the Army Acquisition Corps Membership systems (AAC MS).The MAPL systems provides data necessary to comply with Section 1722, Defense Acquisition Workforce Improvement Act (DAWIA); a required fill list for Functiona",AcquisitionSystem
acqsys007666,CAMS,CAMS,CAPABILITIES AND (AROC) MANAGEMENT SYSTEM,"The Capabilities and Army Requirements Oversight Council (AROC) Management systems (CAMS) is a web-based Knowledge Management and Collaboration systems utilized to execute the Army Requirements Oversight Council process for the Army?s implementation of the Joint Capabilities Integration and Development systems (JCIDS). It is a SIPRNet web-based application. The CAMS application is a database driven knowledge management support systems designed to coordinate document submissions, staffing assignments, and commenting, from numerous Army users and organizations, into a central repository. CAMS is the only systems utilized to execute the Army Requirements Oversight Council process for the Army?s implementation of the JCIDS. The application allows users to view the information and monitor document progress until submission to the Joint Staff. It is the central repository and Army Authoritative Data Source for all Army enduring and directed requirements.",AcquisitionSystem
acqsys000869,CAMS,CAMS-ME,CAPITAL ASSET MANAGEMENT SYSTEM-MILITARY EQUIPMENT,"CAMS-ME provides for the recording and management of fixed assets for financial reporting in accordance with the Statement of Federal Financial Accounting Standards (SFFAS) Nos. 6 & 23., Accounting for Property, Plant, and Equipment.",AcquisitionSystem
acqsys060013,CAMS,CAMS,Comprehensive Acquisition Management System (CAMS),"CAMS is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. CAMS provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys005532,CAPS,CAPS,COMMAND AUTOMATED PROGRAM INFORMATION SYSTEM,"COMMAND PORTAL PROVIDING ACCESS TO systemsS ACQUISITION systemsS, COLLABORATION TOOLS, ADMINISTRATIVE, MANAGEMENT, and PERSONNEL systemsS",AcquisitionSystem
acqsys001106,CAQS (J100A),CAQS (J100A),CONTRACT ACTION QUERY SYSTEM,Current systemss used in Contract Reporting that AFCIS supports,AcquisitionSystem
acqsys001107,CARS,CARS1 (J001),CONTRACT ACTION REPORTING SYSTEM,"CARS1 J001 is no longer being used and is considered decommissioned as of 12/31/2006. Decommisioning paperwork signed and provided to DISA 02-22-2007. DISA Partnership Action Item CoP estimated completion is 3-30-2007.CARS1 J001 provides reports of air force procurement actions to congress, DOD, HQ USAF, HQ AFMC, other major commands and government agencies. These reports are derived from DD Forms 350, submitted by some 400 air force procurement offices. It is designed to report on the buying habits of total air force procurements and to maintain master files containing procurement history. These inputs will be processed three times a week, monthly, quarterly, and annually to produce reports for the department of defense, HQ USAF, HQ AFMC, HQ AFMC and various governmental agencies. J001 is an AF-operated systems with no functional OPR at anywhere but Washington.",AcquisitionSystem
acqsys008426,CARS,CARS,CONSOLIDATED ACQUISITION REPORTING SYSTEM,"CARS is the tool that the Acquisition community used to perform acquisition management oversight of Major Defense Acquisition Programs (MDAPS) from the mid 80s until the Defense Acquisition Management Information Retrieval (DAMIR) was implemented in 2005. However CARS continues to be the primary data input tool for DAMIR. CARS is not a management tool but a data entry and reporting systems based on a quarterly reporting process. It is a PC-based stand alone systems that uses dBase Data Base Management systems (DBMS) to create database files that are then converted to relational database files. Besides running on obsolete technology, the process is based on quarterly reporting, so the information is routinely four to nine months old by the time it is made available to OSD analysts. CARS is incrementally being phased out and once DAMIR's web services are fully implemented, CARS will be retired.",AcquisitionSystem
acqsys030607,CART,CART,CONTRACT ACQUISITION REQUIREMENTS TOOL,"Contract Acquisition Requirements Tool (CART) is a webapplication with database used to support the creation, editing, staffing and production of approved contract requirements. Core capabilities in the application include: robust search, data reuse, draft collaboration, staff editing, field auto-population, and detailed data formats. This application will generate a PDF export of an approved Performance Work Statement (PWS).",AcquisitionSystem
acqsys009496,Casewise,Casewise,CASEWISE CORPORATE MODELER,"Corporate Modeler is a business process documentation tool utilized at the Air Force Flight Test Center. Models are developed that allow multiple diagrams to be linked together to create a hierarchy from macro view to micro view. The tool has a substantial publishing set that allows the users to create detailed documentation outlining the processes in much greater detail than that captured in the process diagrams. The products are used for planning, process reengineering and systems documentation. Casewise Is a desktop application currently being covered for C&A by the Edwards AFB NIPRNET C&A package",AcquisitionSystem
acqsys002762,CASL,CASL,COMPETITION ADVOCATES SHOPPING LIST,"Competition Advocate?s Shopping List (CASL) assist industry planning, locate additional sources, support the Source Approval Request process, serve as a market research technique, support the Advance Planning Briefing for Industry and form the basis for the Command competition program. It provides the capability to publicize projected requirements covering up to five years for the following Commands: Aviation and Missile Command (AMCOM) and Team Redstone Program Executive Office (PEO) Aviation and PEO Missile, Redstone Garrison, Aviation and Missile Research, Development and Engineering Center (AMRDEC), Army Contracting Command-Redstone Arsenal (ACC-RSA), etc.). The projections are publicized per Federal Acquisition Regulation Part 5.404. The forecasted requirements loaded in CASL form the base which is used to establish the annual competition goals/metrics, detailing the total projected obligations vs. competitive/non-competitive dollars by fiscal year. The Competition Management Office (CMO) is required by Army Federal Acquisition Regulation Supplement 5106.502 to establish a completion goal, track performance against that goal and report the results to Headquarters Department of Army. Army Regulation 715-31 now requires the Competition Advocate to track and report competition achievements against the established goals on a quarterly basis and establish a five year competition plan. CASL enables the performance of these regulatory functions. CASL houses projected requirements, including Foreign Military Sales, in the areas of Spare/Repair Parts, Maintenance & Overhaul and Major Items/Services. The Spare/Repair Parts and Maintenance & Overhaul listings are updated quarterly with a batch process using data from the Logistics Modernization Program (LMP). The Major Items and Services section of the CASL can be updated at any time by authorized users. Also, available for viewing is a list of Aviation Critical Safety Items. Top Drawings can be viewed for certain National Stock Numbers. With the exception of Space and Missile Defense actions, all requirements procured by ACC-RSA, estimated over $25,000, must be published in CASL. CASL supports the CMO, Team Redstone, Industry and the public. This product is a dynamic web-application. CASL feeds data directly to the CMO Web Site (CMOWS) for public viewing and CASL receives (input) Logistics Modernization Program (LMP) data from the Reporting and Data Analysis Warehouse (RDAW). CASL is hosted in the AMCOM Produc",AcquisitionSystem
acqsys011975,cASM,cASM,CONTINGENCY ACQUISITION SUPPORT MODEL,"cASM will provide an acquisition document management and database systems that identifies the appropriate documents required, collects data from the requirements generators in an expeditionary environment, populates acquisition documents with the collected data, generate the first draft, provide version control for subsequent edits of each document, modify data which is propagated throughout all documents, and make the data electronically available for contract building systemss (future). cASM is a joint program which is supporting all the United States Armed Services, across all the United States Combatant Commands, in both contingency and garrison environments. Utilization of cASM is performed by service component personnel, typically operating in a contingency environment, although some garrison commands will utilize the application as well. Inputs are manually entered by the end user, with guidance and workflow routing facilitated by the cASM application. cASM outputs include key pre-award documentation, specific to the PSC code acquisition requirements. These outputs can be routed to DoDAAC specific SPS cabinet for review and approval by the Contracting Office. cASM does not contain any Classified information.",AcquisitionSystem
acqsys000438,CBI-AFMC,CBI-AFMC,CONTRACTING BUSINESS INTELLIGENCE,"Contracting Business Intelligence is used by the AFMC Major Weapon systemss (MWS) systems program offices, the labs (to include the Science and Technology (S&T)), AFMC logistics communities, and operational (base-level) contracting communities. The busines",AcquisitionSystem
acqsys000409,CBIS,CBIS,CONTRACTING BUSINESS INTELLIGENCE SERVICE,Data warehouse providing business Intelligence capability. Contracting data exists in the warehouse and is utilized through a contracting business intelligence view (aka CBIS).,AcquisitionSystem
acqsys003118,CBIS,CBIS,CONTRACTING BUSINESS INTELLIGENCE SERVICE,"Contracting Business Intelligence Service (CBIS) provides for a data mart for Air Force (AF) contracting data (e.g., logistics, weapon systemss, operational, government purchase card (GPC), and electronic commerce) gathered by and contained within the Global Combat Support systems ' Air Force (GCSS-AF) Data Services data warehousing database. CBIS provides users with the ability to extract contracting information, create historical and summary reports, and respond to information requests required for decision-making and business intelligence (BI) purposes. Users can query various categories (also known as views) such as Delivery statistics, Spend Data, and Vendor Demographics, and conduct ad hoc queries on selected data gathered from all AF unclassified contracting actions. CBIS neither creates data nor serves as the authoritative data source for AF contracting data rather, GCSS obtains data via interfaces with all AF contracting systemss such as the Automated Contract Preparation systems (ACPS), Contract Writing (ConWrite), and the Standard Procurement systems (SPS). Additionally, CBIS obtains AF data from select Department of Defense (DOD) and GPC data from banks that process GPC transactions. CBIS provides the AF and the DOD Acquisition community with a comprehensive (though not exhaustive) view of current AF contracting information. It supports continuous process improvement (CPI) through BI tools that allow AF and DOD personnel to discover patterns, exceptions, and relationships among all AF purchased or procured products and services giving users the ability to conduct ""what-if"" analyses. This allows acquisition professionals and senior leaders to target improvement opportunities such as benefits gained via consolidated purchases allowing the AF to take advantage of quantity discounts. Prior to CBIS, acquisition people issued data requests to over 100 AF contracting offices and combined hundreds or even thousands of spreadsheets'a difficult and time consuming process'to conduct the type of analysis available now in the single location through CBIS. CBIS is documented as an initiative to comply with IT budget reporting for the functional support to the hosting GCSS-AF Data Services systems. AFMC aligns CBIS under its portfolio management process and AFMC/PK and AFMC/A4 personnel review CBIS capabilities semi-annually to ensure CBIS meets mission goals and objectives with the least possible lifecycle cost and program risk. SAF/AQC sponsors CBIS.",AcquisitionSystem
acqsys011973,CBM+RE,CBM+RE,CONDITIONED BASED MAINTENANCE PLUS RESEARCH ENVIRONMENT,"AFRL plans to field phase II of a CBM+ Research Environment (CBM+RE) to support the Air Force warfighter fleet. The Research Environment will contain the necessary research data and research application components that are required to develop advanced asset based health and prognostic concepts into Technical Readiness Level Six (TRL-6) modern Condition Based Maintenance (CBM) capabilities that will enhance the operation effectiveness of Air Force warfighting fleets. The CBM+RE will also have the unique capability to federate data and application services from existing Air Force Information Management systemss . The CBM+RE initiative is focused on real-time monitoring of vehicle components for situational awareness of fleet maintenance driven by embedded sensors, maintenance data, external NDE tests and analysis. This is the backbone of the AF Enterprise CBM+ concept. Another CBM+ component is the capability to forecast expected maintenance issues for planning and projection of the Air Force logistics footprint for deployed forces.The CBM+RE is an IT initiative under the Supply CHain Ops (SCO) enabling capability. It is also a web service.",AcquisitionSystem
acqsys001428,C-BOSS,C-BOSS,C-5 BACKORDER STATUS SOLUTION,Provide complete picture of the status of USAF and DLA managed items or backorders.This systems does not meet the criteria for Internal Use Software (IUS) reporting.,AcquisitionSystem
acqsys004598,CB-TIMS,CB-TIMS,CONFIGURATION BASED TECHNICAL INFORMATION MANAGEMENT SYSTEM,PROVIDES spares INVENTORY FORECASTS FOR THE HEAVYWEIGHT and LIGHTWEIGHT TORPEDO PROGRAMS.,AcquisitionSystem
acqsys000384,CCARS,CCARS LEGACY,COMPREHENSIVE COST AND REQUIREMENTS SYSTEM - LEGACY,"CCaR is an enterprise acquisition management tool designed to support a number of key facets of the acquisition process, covering the full weapon systems life cycle. Project managers populate CCaR with detailed information about all requirements that constitute the acquisition program-such as: detailed description, key performance parameters, schedule, cost estimate, funding requirements for all years, impact statement if not funded, etc. The systems coordinates each requirement through an electronic work flow and automatically determines if the requirement can be funded based on assigned priority and available budget authority. CCaR supports execution of established budgets by creating electronic funding documents via ABSS, developing forecasts for obligations and expenditures, and then tracking commitments, obligations and expenditures all via data aggregation. CCaR, however is not a financial feeder systems. CCaR allows users to secure information quickly and easily from a single comprehensive data aggregation. CCaR allows the creation of multiple budgets for all appropriations. The systems will track the required, approved, and authorized amounts. Authorized amounts are tracked by individual budget authorization event (e.g. CRA). Individual CCaR efforts are then created utilizing one or more budgets and fiscal years. CCaR automatically ensures that the official budget position is timely and accurate for reporting. As changes to Required, Approved, and Authorized funding are approved, CCaR automatically incorporates them into the current budget position. It also calculates whether an effort can be funded given the current budget authority and priority of approved project efforts. The CCaR systems easily performs ""what if"" budget drills. CCaR can ensure that all approved budgeted efforts have a current and accurate forecast. The forecast is event driven for obligations and expenditures. Event data consists of a date, amount and event description. At the start of a fiscal year, a baseline forecast may be established for obligations and expenditures. Additions, slips and deletions may be made to the revised plans. CCaR ensures that forecasts are accurate by providing planning status indicators for all budget efforts.",AcquisitionSystem
acqsys007894,CCARS,CCARS-CBCLIENT,COMPREHENSIVE COST AND REQUIREMENTS SYSTEM (CB CLIENT) - DTRA,"Comprehensive Cost and Requirement systems CB CLIENT(CCaRS-CBCLIENT) is a fielded program/financial management tool to control requirements and budgets by supporting program budget planning and execution, forecasting, obligation and expenditure tracking. CCaRS is used by DTRA Enterprises and Staff Offices for automated workflow of procurement documents, and budget planning and execution against requirements. PMs populate the CCaRS with acquisition details (e.g., detailed description, key performance parameters, schedule, cost estimate, funding requirements for all years, impact if not funded, etc.). CCaRS coordinates each requirement through an electronic workflow and automatically determines if the requirement can be funded based on assigned priority and available budget authority. CCaRS supports execution of established budgets by generating funding documents within CCaRS, developing forecasts for obligations and expenditures, and then tracking commitments, obligations and expenditures. CCaRS allows the creation of multiple budgets for all appropriations covering the life cycle of the program and allows the linking of associated projects. CCaRS provides reports supporting project execution, evaluation, and tracking and allows the development of a custom workflow complete with email notification and electronic signature capability. CCaRS provides document status and brings transparency in the financial process while moving DTRA closer to a paperless environment.",AcquisitionSystem
acqsys009028,CCARS,CCARS-E,COMPREHENSIVE COST AND REQUIREMENTS SYSTEM (ENTERPRISE) - DTRA,"The Comprehensive Cost and Requirement systems (CCaRS) is the legacy enterprise acquisition management tool designed to support the acquisition of systemss and other items. CCaRS is the primary systems used by DTRA Enterprises and Staff Offices for automated workflow of procurement documents, and budget planning and execution against requirements. Project managers populate CCaRS with detailed information about all requirements that constitute the acquisition program-such as: detailed description, key performance parameters, schedule, cost estimate, funding requirements for all years, impact statement if not funded, etc. The systems coordinates each requirement through an electronic work flow and automatically determines if the requirement can be funded based on assigned priority and available budget authority. CCaRS supports execution of established budgets by generating funding documents within CCaRS, developing forecasts for obligations and expenditures, and then tracking commitments, obligations and expenditures. It provides reports supporting project execution evaluation and tracking. CCaRS allows the development of a custom work flow complete with e-mail notification and electronic signature capability.",AcquisitionSystem
acqsys008726,CCDR,CCDR,CENTRAL CONTRACT DATA REPOSITORY,"Central Repository for contract data pertaining to reconstruction contracts in Iraq. Will contain information pertaining to contract numbers, amounts, description of contract performance, vendor data and performance. This systems will allow oversight of in-theatre contracts that can monitor cost, schedule, performance and vendor activities against their prescribed missions (i.e., contracting purpose, local in-country vendors, ).",AcquisitionSystem
acqsys006044,CCNS,CCNS,CONTRACT COST NEGOTIATION SYSTEM,"This Investment provides management of the contract pricing processes from contract pre-award through closeout. The Contract Cost Negotiation systems was designed to serve DCMA's negotiation activity when establishing final overhead rates and to help DCMA negotiate overhead expenses incurred by a contractor. It provides DCMA customers with direct access to the forward pricing rate agreement data negotiated with contractor's and tracks the status of contractor's final overhead settlements. This systems supports Contract Administration functions 5, 6, 23, 24, 25, and 64 under FAR Subpart 42.3",AcquisitionSystem
acqsys016987,CCOT-P,CCOT-P,CONTINGENCY CONTRACTOR OPTIMIZATION TOOL PROTOTYPE,"CCOT-P is a web-based prototype Total Force planning tool used to find the lowest cost total force mix that fulfills mission requirements while honoring business rules associated with using each component of the total force. A user-friendly interface allows what-if alternative analyses to be rapidly structured. The tool requires well-established and validated baseline data in order to create rigorous and defensible information. CCOT provides the capability to determine a variety of Total Force mix (military personnel, civilians, and contractors) alternatives considering resource constraints.User enters future scenario(s) and gets optimal personnel mix subject to constraints. Output includes impact to budget over time, workforce allocation (military, civilian, and contractor), need versus availability of skills.CCOT-P is intended to be an intuitive, user-friendly application that can be used by non-modelers. Application currently uses Time Phased Force Deployment Document (TPFDD) like data such as: ULNs/UTCs, Tier 1 JCAs, Phases of war (0-V); analysts define start of operation and duration of each phase, and Bases. Other required input data includes personnel groups and costs and manpower mix criteria. Business rules associated with laws and policies can also be developed based on the scenario. Tool output includes workforce allocation, personnel needs, and cost arrayed graphically or in tabular format. This tool is designed for strategic and operational level planners and analysts representing these communities: Joint Staff/Combatant Commands/Military Services, Joint Contingency Acquisition Support Office (JCASO), and Whole of Government/Inter-Agency.",AcquisitionSystem
acqsys006763,CCSFT,CCSFT,CMO CUSTOMER SATISFACTION FEEDBACK TOOL,"The Customer Satisfaction Survey and Feedback eTool gives DCMA customers the opportunity to provide a candid assessment on how well DCMA is doing in providing service to them in specific lines of service. Through the use of the eTool, DCMA is able to solicit feedback from customers using a web based survey. The eTool assists DCMA in initiating appropriate corrective action where necessary upon receipt of a negative survey and /or in the event of negative trends. The eTool is used as one vehicle to assist in measuring the overall health of the Agency for reporting in accordance with Government Performance and Results Act criteria to the Board of Directors. The eTool is also used to pinpoint specific areas of external customer satisfaction or dissatisfaction with DCMA products and services at the transaction level, i.e., where products are produced on a daily basis. The surveys within the eTool address areas such as; Pre-Award Acquisition Planning Support; Major Program Support; Engineering Support Services; Delivery and Schedule Management Support; Contract Management Support; Quality Assurance & Product Acceptance Support ; and , various miscellaneous support. The intent is to capture feedback regarding contract management support from external customers (DoD, civilian agency and contractor personnel. The eTool is used throughout the Agency at all levels where there is interaction with external customers to ensure that DCMA, as a whole, is providing world class contract management support and in those instances where deficiencies are noted, corrective actions are quickly initiated and tracked. This application impacts both pre and post award functions.",AcquisitionSystem
acqsys010125,CCTS,CCTS,CONTRACT OFFICE REPRESENTATIVE (COR) CONTRACT TRACKING SYSTEM,"The CCTS systems provides a means for the SPAWAR systemss Center (SSC) Atlantic CORs to track a contract from inception to final closeout. It is managed by the SSC Atlantic program manager. Its focus is to assist CORs and managers with the ability to track contracts, delivery orders and associated program management tasks. The CCTS systems is a relational database built on the mathematical model of service contracts, their associated delivery orders and resulting invoices. The CCTS systems is a child systems to the Corporate Solution Environment (CSE) systems. The CSE systems is currently undergoing NMCI migration. Upon completion of the migration, the applicable IA compliance fields for both CSE and CCTS DITPR-DON records will be updated to reflect current status. In the interim, the above FISMA compliance information is based on the Collaboration and Execution (CnE) systems and its associated short-term ATO granted by NNWC.",AcquisitionSystem
acqsys012245,CDAMIR,CDAMIR,CLASSIFIED DEFENSE ACQUISITION MANAGEMENT INFORMATION RETRIEVAL,"Classified DAMIR provides enterprise visibility to classified acquisition program information. DAMIR streamlines acquisition management and oversight by leveraging web services capabilities. CDAMIR provides acquisition data that the Acquisition community uses to manage Major Defense Acquisition Programs (MDAP) and Major Automated Information systemss (MAIS) programs and provides a unified web-based interface through which to present that information. CDAMIR enables the OSD, Military Services, Congress and other participating communities to access information relevant to their missions regardless of the agency or where the data resides. CDAMIR enables the Department to comply with congressionally-mandated reporting requirements including 10 USC 2548, which requires OSD to collect metrics and report performance, the Selected Acquisition Report required by 10 USC 2432, the Defense Acquisition Board (DAB) reviews required by 10 USC 2438, reporting to the Council on Oversight of the National Leadership Command, Control, and Communications systemss required by 10 USC 171a, and other mandatory reports that provide the DoD leadership information on the health of major programs.",AcquisitionSystem
acqsys002770,CDB,CDB,COMMODITY DATABASE SYSTEM,"Library of database applications, tools, and scripts used to capture and track demand data for nonstandard vehicle/ weapon systemss prior to Milestone 3 decision as well as items that are not in Command Commodity Standard systemss yet. Also used to process logistics and financial data to and from Standard DoD applications and Contractor Partners within the Performance-Based Logistics (PBL) world. Functions as test bed when assembling the various applications, tools, and scripts into an application for a customer (DoD, DA, AMC, TACOM LCMC, Program Manager Office/Program Executive Office, Warfighter).",AcquisitionSystem
acqsys016471,CDD,CDD,CMA DESTRUCTION DATABASE,"The CMA Destruction Database is the working repository that is used to track chemical weapons destruction statistics from all CMA destruction sources. It includes pre and post Entry Into Force (EIF) daily destruction information; pertinent processing information such as separate component daily processing rates (projectile mortar disassembly, rocket shear machine, liquid incinerator, etc); as well as historical processing schedules such as the Program Office Estimate (POE), the Current Working Estimate (CWE), and the Acquisition Program Baseline (APB). The database is also utilized to run destruction statistical reports and performance graphs for numerous acquisition and non-acquisition reports that are routinely generated in the agency for internal and external purposes.",AcquisitionSystem
acqsys006721,CDM,CDM,CASE DOCUMENT MANAGER,Case document manager (CDM) is a web application that enables the NIPO to manage the issues concerning export licenses and recommendations. The systems is used to ditribute export licenses agreements to different DoN field activities. systems architecture is maintained by support contractor database administrators. Content is provided by NIPO personnel and other DoN field offices. This systems contains classified information.,AcquisitionSystem
acqsys001388,CEMAS,CEMAS,CIVIL ENGINEERING MATERIAL acquisition SYSTEM,The latest program enhancement has been the development of an interface between the Air Force's Civil Engineering Material Acquisition systems and the prime vendors' systemss. This CEMAS interface gives Air Force customers the ability to request and receive,AcquisitionSystem
acqsys001102,CENTERNET,CENTERNET,CENTERNET,This is the EAFB local website that provides current and organizational information to personnel that work at EAFB. It has quick links to the most used web applications and multiple other types of information.,AcquisitionSystem
acqsys001837,CETI,CETI,CONSOLIDATED ENGINEERING TEST INFORMATION,"The Consolidated Engineering Test Information provides the AFFTC Engineering community and associated CTFs, with application development & sustainment, documentation, and configuration and data management.",AcquisitionSystem
