projectID:ID,name,PIID,NAICSCode,NAICSDescription,ProductorServiceCode,ProductorServiceDescription,PrincipalPlaceofPerformanceCityName,PrincipalPlaceofPerformanceStateCode,PlaceofPerformanceZipCode,Sum of DollarsObligated,:LABEL
pn0010421pda100,NAVSUP WEAPON SYSTEMS SUPPORT MECH ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING,N0010421PDA10,325199,ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING,6130,"CONVERTERS, ELECTRICAL, NONROTATING",BERGENFIELD,NJ,76212915,40000,Contract
pn6449821p50140,NSWC PHILADELPHIA DIV OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,N6449821P5014,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",BERKELEY,CA,947102571,36562,Contract
pn6833521p00420,"NAVAIR WARFARE CTR AIRCRAFT DIV INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",N6833521P0042,333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",1740,AIRFIELD SPECIALIZED TRUCKS AND TRAILERS,BERNALILLO,NM,870046551,14815,Contract
pn6449821p50270,NSWC PHILADELPHIA DIV MACHINE SHOPS,N6449821P5027,332710,MACHINE SHOPS,4730,"HOSE, PIPE, TUBE, LUBRICATION, AND RAILING FITTINGS",BERWICK,LA,703422080,25659.99,Contract
psprmm121pra210,NAVSUP WEAPON SYSTEMS SUPPORT MECH INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,SPRMM121PRA21,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,6695,COMBINATION AND MISCELLANEOUS INSTRUMENTS,BETHEL,CT,68011901,555000,Contract
psprmm121pra340,NAVSUP WEAPON SYSTEMS SUPPORT MECH INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,SPRMM121PRA34,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,6695,COMBINATION AND MISCELLANEOUS INSTRUMENTS,BETHEL,CT,68011901,315000,Contract
pgs35f0639nn0016721f00100,NSWC CARDEROCK OTHER COMPUTER RELATED SERVICES,N0016721F0010,541519,OTHER COMPUTER RELATED SERVICES,7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),BETHESDA,MD,208175700,123727.53,Contract
pn0016717d0001n0016721f00160,"NAVSEA HQ ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",N0016721F0016,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",N059,INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS,BETHESDA,MD,208175700,1507503.12,Contract
pn0016721p00060,NSWC CARDEROCK TESTING LABORATORIES,N0016721P0006,541380,TESTING LABORATORIES,6640,LABORATORY EQUIPMENT AND SUPPLIES,BETHESDA,MD,208171105,14708,Contract
pn0016721p00080,NSWC CARDEROCK SOFTWARE PUBLISHERS,N0016721P0008,511210,SOFTWARE PUBLISHERS,7030,INFORMATION TECHNOLOGY SOFTWARE,BETHESDA,MD,208175700,37500,Contract
pn0016721p00110,"NSWC CARDEROCK SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",N0016721P0011,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",5845,UNDERWATER SOUND EQUIPMENT,BETHESDA,MD,208171801,201880,Contract
pn0016721p00220,NSWC CARDEROCK SOFTWARE PUBLISHERS,N0016721P0022,511210,SOFTWARE PUBLISHERS,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),BETHESDA,MD,208175700,19006.51,Contract
pn0018916d0023n0018921f00850,NAVY CENTRAL HIV PROGRAM MEDICAL LABORATORIES,N0018921F0085,621511,MEDICAL LABORATORIES,Q301,MEDICAL- LABORATORY TESTING,BETHESDA,MD,208895600,2658730.75,Contract
pn0018921pz0060,NAVY MEDICINE PROFESSIONAL ALL OTHER PUBLISHERS,N0018921PZ006,511199,ALL OTHER PUBLISHERS,R499,SUPPORT- PROFESSIONAL: OTHER,BETHESDA,MD,208890002,26000,Contract
pn0042119d0066n0042121f00870,NAVAL AIR WARFARE CENTER AIR DIV ENGINEERING SERVICES,N0042121F0087,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,BETHESDA,MD,208177500,170476.8,Contract
pn0042119d0066n0042121f26970,NAVAL AIR WARFARE CENTER AIR DIV ENGINEERING SERVICES,N0042121F2697,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,BETHESDA,MD,208177500,132538,Contract
pn4008017d0301n4008021f41050,NAVAL SUPPORT ACTIVITY BETHESDA SOLID WASTE COLLECTION,N4008021F4105,562111,SOLID WASTE COLLECTION,S205,HOUSEKEEPING- TRASH/GARBAGE COLLECTION,BETHESDA,MD,208890001,529755,Contract
pn4008018d0305n4008021f40660,WALTER REED NATIONAL OTHER BUILDING EQUIPMENT CONTRACTORS,N4008021F4066,238290,OTHER BUILDING EQUIPMENT CONTRACTORS,Z1DA,MAINTENANCE OF HOSPITALS AND INFIRMARIES,BETHESDA,MD,208890001,4804.28,Contract
pn4008019d0311n4008021f40280,NAVAL SUPPORT ACTIVITY BETHESDA FACILITIES SUPPORT SERVICES,N4008021F4028,561210,FACILITIES SUPPORT SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,BETHESDA,MD,208890001,21132.55,Contract
pn4008020d0303n4008021f40120,NAV FAC ENGINEERING CMD WASHINGTON LANDSCAPING SERVICES,N4008021F4012,561730,LANDSCAPING SERVICES,S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,BETHESDA,MD,208890001,866545.75,Contract
pn4008020d0303n4008021f40560,WALTER REED NATIONAL LANDSCAPING SERVICES,N4008021F4056,561730,LANDSCAPING SERVICES,S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,BETHESDA,MD,208890001,3508.36,Contract
pn6833521c00140,"NAVSEA HQ RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",N6833521C0014,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",AC32,R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),BETHESDA,MD,208141002,594669,Contract
pnng15sc51bn0017821fs6090,NSWC DAHLGREN OTHER COMPUTER RELATED SERVICES,N0017821FS609,541519,OTHER COMPUTER RELATED SERVICES,5825,"RADIO NAVIGATION EQUIPMENT, EXCEPT AIRBORNE",BETHESDA,MD,208146193,38281.04,Contract
pnng15sc82bn0016721f00030,NSWC CARDEROCK OTHER COMPUTER RELATED SERVICES,N0016721F0003,541519,OTHER COMPUTER RELATED SERVICES,7030,INFORMATION TECHNOLOGY SOFTWARE,BETHESDA,MD,208175700,24520.68,Contract
pnng15sd60bn0016721f00090,NSWC CARDEROCK OTHER COMPUTER RELATED SERVICES,N0016721F0009,541519,OTHER COMPUTER RELATED SERVICES,7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),BETHESDA,MD,208175700,31402.01,Contract
pn0010417gas01n0010421fas000,NAVSUP WEAPON SYSTEMS SUPPORT MECH PUMP AND PUMPING EQUIPMENT MANUFACTURING,N0010421FAS00,333911,PUMP AND PUMPING EQUIPMENT MANUFACTURING,4320,POWER AND HAND PUMPS,BETHLEHEM,PA,180159404,580225,Contract
pn0010417gas01n0010421fas010,NAVSUP WEAPON SYSTEMS SUPPORT MECH PUMP AND PUMPING EQUIPMENT MANUFACTURING,N0010421FAS01,333911,PUMP AND PUMPING EQUIPMENT MANUFACTURING,4320,POWER AND HAND PUMPS,BETHLEHEM,PA,180151533,631466,Contract
pn0010417gas01n0010421fas020,NAVSUP WEAPON SYSTEMS SUPPORT MECH PUMP AND PUMPING EQUIPMENT MANUFACTURING,N0010421FAS02,333911,PUMP AND PUMPING EQUIPMENT MANUFACTURING,4320,POWER AND HAND PUMPS,BETHLEHEM,PA,180159404,379122,Contract
pn0010421pbl150,"NAVSUP WEAPON SYSTEMS SUPPORT MECH GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",N0010421PBL15,339991,"GASKET, PACKING, AND SEALING DEVICE MANUFACTURING",5330,PACKING AND GASKET MATERIALS,BETHLEHEM,PA,180177059,8922,Contract
pn6311621p05100,NAVAL HEALTH RESEARCH CENTER SPORTING AND ATHLETIC GOODS MANUFACTURING,N6311621P0510,339920,SPORTING AND ATHLETIC GOODS MANUFACTURING,7810,ATHLETIC AND SPORTING EQUIPMENT,BETHPAGE,NY,117145028,27663.6,Contract
psprpa121pr0110,NAVSUP WSS PHIL FMS (MPN) OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SPRPA121PR011,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BETHPAGE,NY,117143709,7290,Contract
psprpa121pv0050,NAVSUP WSS PHIL FMS (MPN) BARE PRINTED CIRCUIT BOARD MANUFACTURING,SPRPA121PV005,334412,BARE PRINTED CIRCUIT BOARD MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BETHPAGE,NY,117143709,5600,Contract
psprpa121pv0470,NAVSUP WSS PHIL FMS (MPN) OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SPRPA121PV047,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BETHPAGE,NY,117143709,13338,Contract
psprmm116dy004sprmm121flr000,NAVSUP WEAPON SYSTEMS SUPPORT MECH OTHER ELECTRONIC COMPONENT MANUFACTURING,SPRMM121FLR00,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,5960,ELECTRON TUBES AND ASSOCIATED HARDWARE,BEVERLY,MA,19155536,2264400,Contract
pn0018916gz013n0622a21f00720,NAVAL MEDICAL FORCES SUPPORT CMD ADMINISTRATION OF EDUCATION PROGRAMS,N0622A21F0072,923110,ADMINISTRATION OF EDUCATION PROGRAMS,U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,BIDDEFORD,ME,40059599,321365,Contract
pn3239821p03030,NAVAL MEDICAL RESEARCH CENTER ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,N3239821P0303,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,6640,LABORATORY EQUIPMENT AND SUPPLIES,BILLERICA,MA,18210001,147321,Contract
pn3904021p00620,PORTSMOUTH NAVAL SHIPYARD GF INDUSTRIAL VALVE MANUFACTURING,N3904021P0062,332911,INDUSTRIAL VALVE MANUFACTURING,4820,"VALVES, NONPOWERED",BILLERICA,MA,18213941,596.02,Contract
pn6833518d0008n6833521f01250,"NAVAIR WARFARE CTR AIRCRAFT DIV INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",N6833521F0125,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",4920,AIRCRAFT MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,BILLERICA,MA,18214111,2308860,Contract
psprmm118ddm01n0010421fdm000,NAVSUP WEAPON SYSTEMS SUPPORT MECH CURRENT-CARRYING WIRING DEVICE MANUFACTURING,N0010421FDM00,335931,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,4330,"CENTRIFUGALS, SEPARATORS, AND PRESSURE AND VACUUM FILTERS",BILLERICA,MA,18213915,122859,Contract
pn0001919d0033n0001921f01110,NAVAL AIR SYSTEMS COMMAND AIRCRAFT MANUFACTURING,N0001921F0111,336411,AIRCRAFT MANUFACTURING,1550,UNMANNED AIRCRAFT,BINGEN,WA,986059086,6777634.49,Contract
pn0001919d0033n0001921f01570,NAVAL AIR SYSTEMS COMMAND AIRCRAFT MANUFACTURING,N0001921F0157,336411,AIRCRAFT MANUFACTURING,L015,TECHNICAL REPRESENTATIVE- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,BINGEN,WA,986059086,759456,Contract
pn0001919d0033n0001921f01810,NAVAL AIR SYSTEMS COMMAND AIRCRAFT MANUFACTURING,N0001921F0181,336411,AIRCRAFT MANUFACTURING,1550,UNMANNED AIRCRAFT,BINGEN,WA,986059086,2592706.65,Contract
pn0001919d0033n0001921f02010,NAVAL AIR SYSTEMS COMMAND AIRCRAFT MANUFACTURING,N0001921F0201,336411,AIRCRAFT MANUFACTURING,1550,UNMANNED AIRCRAFT,BINGEN,WA,986059086,6405722.68,Contract
pn0001919d0033n0001921f02090,NAVAL AIR SYSTEMS COMMAND AIRCRAFT MANUFACTURING,N0001921F0209,336411,AIRCRAFT MANUFACTURING,L015,TECHNICAL REPRESENTATIVE- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,BINGEN,WA,986059086,775270.06,Contract
pn0001919d0033n0001921f02100,NAVAL AIR SYSTEMS COMMAND AIRCRAFT MANUFACTURING,N0001921F0210,336411,AIRCRAFT MANUFACTURING,L015,TECHNICAL REPRESENTATIVE- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,BINGEN,WA,986059086,74230.32,Contract
pn0001919d0033n0001921f02620,NAVAL AIR SYSTEMS COMMAND AIRCRAFT MANUFACTURING,N0001921F0262,336411,AIRCRAFT MANUFACTURING,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,BINGEN,WA,986059086,1603376.67,Contract
pn0038319gpx01n0038321fpx000,NAVSUP WEAPON SYSTEMS SUPPORT AIRCRAFT MANUFACTURING,N0038321FPX00,336411,AIRCRAFT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BINGEN,WA,986059086,145370,Contract
pn0038319gpx01n0038321fpx010,NAVSUP WEAPON SYSTEMS SUPPORT AIRCRAFT MANUFACTURING,N0038321FPX01,336411,AIRCRAFT MANUFACTURING,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),BINGEN,WA,986059086,148436.6,Contract
pn0038319gpx01n0038321fpx020,NAVSUP WEAPON SYSTEMS SUPPORT AIRCRAFT MANUFACTURING,N0038321FPX02,336411,AIRCRAFT MANUFACTURING,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),BINGEN,WA,986059086,73780.3,Contract
pn6893619d0026n6893621f00670,NAVAL AIR WARFARE CENTER AIRCRAFT MANUFACTURING,N6893621F0067,336411,AIRCRAFT MANUFACTURING,1550,UNMANNED AIRCRAFT,BINGEN,WA,986059086,18277.37,Contract
psprpa119g001zn0038321fql060,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FQL06,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BINGEN,WA,986059086,162019.34,Contract
psprpa119g001zn0038321fql070,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FQL07,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BINGEN,WA,986059086,136553.3,Contract
psprpa119g001zn0038321fql080,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FQL08,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BINGEN,WA,986059086,223204.8,Contract
psprpa119g001zsprpa121fql040,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SPRPA121FQL04,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,BINGEN,WA,986059086,36272,Contract
psprpa119g001zsprpa121fql090,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SPRPA121FQL09,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BINGEN,WA,986059086,1408660,Contract
psprpa119g001zsprpa121fql0a0,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SPRPA121FQL0A,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,6130,"CONVERTERS, ELECTRICAL, NONROTATING",BINGEN,WA,986059086,183750,Contract
pn6833521c00120,"NAVAL AIR WARFARE CENTER AIR DIV RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",N6833521C0012,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),BINGHAMTON,NY,139011535,138783,Contract
pspmym221p02280,PUGET SOUND NAVAL SHIPYARD IMF MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,SPMYM221P0228,333613,MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,3040,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,BINGHAMTON,NY,139011721,7235.47,Contract
pn0010421pla040,NAVSUP WEAPON SYSTEMS SUPPORT MECH OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,N0010421PLA04,332919,OTHER METAL VALVE AND PIPE FITTING MANUFACTURING,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,BIRDSBORO,PA,195081303,34223.56,Contract
psprmm121pha540,NAVSUP WEAPON SYSTEMS SUPPORT MECH OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,SPRMM121PHA54,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,6110,ELECTRICAL CONTROL EQUIPMENT,BIRDSBORO,PA,195081303,13364,Contract
psprmm121pha560,NAVSUP WEAPON SYSTEMS SUPPORT MECH OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,SPRMM121PHA56,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,7K20,IT AND TELECOM - STORAGE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),BIRDSBORO,PA,195081303,69612,Contract
psprmm121vya170,"NAVSUP WEAPON SYSTEMS SUPPORT MECH SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING",SPRMM121VYA17,334614,"SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING",7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,BIRDSBORO,PA,195081303,33770,Contract
pn0018918gz005n0622a21f00460,"NAVY MEDICINE PROFESSIONAL COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",N0622A21F0046,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,BIRMINGHAM,AL,352940002,1716,Contract
pn0018918gz005n0622a21f00q10,"NAVAL MEDICAL FORCES SUPPORT CMD COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",N0622A21F00Q1,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,BIRMINGHAM,AL,352940002,203736.7,Contract
pspmym221p00550,PUGET SOUND NAVAL SHIPYARD IMF CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,SPMYM221P0055,337212,CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING,7110,OFFICE FURNITURE,BIRMINGHAM,AL,352444003,22482,Contract
pn6893617d0021n6893621f00600,NAVAL AIR WARFARE CENTER MACHINE TOOL MANUFACTURING,N6893621F0060,333517,MACHINE TOOL MANUFACTURING,3419,MISCELLANEOUS MACHINE TOOLS,BIXBY,OK,740086734,66948,Contract
psprpa121py0050,NAVSUP WSS PHIL FMS (MPN) OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SPRPA121PY005,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BLACK MOUNTAIN,NC,287119111,26548,Contract
pn0010421pxa320,NAVSUP WEAPON SYSTEMS SUPPORT MECH MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,N0010421PXA32,333613,MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING,3040,MISCELLANEOUS POWER TRANSMISSION EQUIPMENT,BLACKSBURG,VA,240603127,72300,Contract
pn0012421p00430,NAVAL WAR COLLEGE EDUCATIONAL SUPPORT SERVICES,N0012421P0043,611710,EDUCATIONAL SUPPORT SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,BLACKSBURG,VA,240608558,11040,Contract
pn0018919gz050n6871021f00010,"NSTC GREAT LAKES PENSACOLA PRO SRI COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",N6871021F0001,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",U005,EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES,BLACKSBURG,VA,240610001,2354203.5,Contract
pn0042121p00560,NAVAL AIR WARFARE CENTER AIR DIV SOFTWARE PUBLISHERS,N0042121P0056,511210,SOFTWARE PUBLISHERS,B539,SPECIAL STUDIES/ANALYSIS- AERONAUTICAL/SPACE,BLACKSBURG,VA,240606472,51000,Contract
pn0040617d0440n0040621f00020,NAVAL STATION EVERETT HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N0040621F0002,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,X1AB,LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,BLAINE,WA,982309326,16702.88,Contract
pn0010421pab110,NAVSUP WEAPON SYSTEMS SUPPORT MECH GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,N0010421PAB11,336415,GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING,4935,"GUIDED MISSILE MAINTENANCE, REPAIR, AND CHECKOUT SPECIALIZED EQUIPMENT",BLOOMFIELD,CT,60023616,6480,Contract
pn0010421pbf520,NAVSUP WEAPON SYSTEMS SUPPORT MECH RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,N0010421PBF52,326220,RUBBER AND PLASTICS HOSES AND BELTING MANUFACTURING,4720,HOSE AND FLEXIBLE TUBING,BLOOMFIELD,CT,60023616,28548,Contract
pn0010421pna270,NAVSUP WEAPON SYSTEMS SUPPORT MECH CURRENT-CARRYING WIRING DEVICE MANUFACTURING,N0010421PNA27,335931,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,9390,MISCELLANEOUS FABRICATED NONMETALLIC MATERIALS,BLOOMFIELD,NJ,70034299,4361.5,Contract
pn0010421pna300,NAVSUP WEAPON SYSTEMS SUPPORT MECH BOAT BUILDING,N0010421PNA30,336612,BOAT BUILDING,9390,MISCELLANEOUS FABRICATED NONMETALLIC MATERIALS,BLOOMFIELD,NJ,70034253,23413.5,Contract
pn0017821p66520,NSWC DAHLGREN ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,N0017821P6652,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,6635,PHYSICAL PROPERTIES TESTING AND INSPECTION,BLOOMFIELD,CT,60023619,127545,Contract
pn0038318gb401n0038321f0b400,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321F0B40,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1615,"HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS",BLOOMFIELD,CT,60021414,139000,Contract
pn3904021p00030,PORTSMOUTH NAVAL SHIPYARD GF ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,N3904021P0003,332999,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,J020,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,BLOOMFIELD,CT,60025303,2650,Contract
pspmym221p03990,PUGET SOUND NAVAL SHIPYARD IMF CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,SPMYM221P0399,333515,CUTTING TOOL AND MACHINE TOOL ACCESSORY MANUFACTURING,5210,"MEASURING TOOLS, CRAFTSMEN'S",BLOOMFIELD,CT,60023093,1906,Contract
pspmym221p04090,PUGET SOUND NAVAL SHIPYARD IMF BALL AND ROLLER BEARING MANUFACTURING,SPMYM221P0409,332991,BALL AND ROLLER BEARING MANUFACTURING,3120,"BEARINGS, PLAIN, UNMOUNTED",BLOOMFIELD,CT,60025303,22926,Contract
pn0016417af019n0016421fa0030,STRATEGIC SYSTEMS PROGRAMS MACHINE SHOPS,N0016421FA003,332710,MACHINE SHOPS,9520,STRUCTURAL SHAPES,BLOOMINGTON,IN,474039341,13005,Contract
pn0016420djn92n0016421fj0110,NAVAL AIR SYSTEMS COMMAND MACHINE SHOPS,N0016421FJ011,332710,MACHINE SHOPS,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,BLOOMINGTON,IN,474039341,1500,Contract
pn0018920dz005n0018921fz1120,OGC NAVY LITIGATION OFFICE ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,N0018921FZ112,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,R424,SUPPORT- PROFESSIONAL: EXPERT WITNESS,BLUE BELL,PA,194222207,46590,Contract
