:START_ID,keyword,:END_ID,:TYPE
acqsys002566,application,nepssrskw192,CONTAINS
acqsys002566,single,nepssrskw194,CONTAINS
acqsys002566,purpose,nepssrskw201,CONTAINS
acqsys002566,dollar,nepssrskw216,CONTAINS
acqsys002566,cost,nepssrskw245,CONTAINS
acqsys002566,total,nepssrskw253,CONTAINS
acqsys002566,point,nepssrskw276,CONTAINS
acqsys002566,special,nepssrskw294,CONTAINS
acqsys002566,government,nepssrskw295,CONTAINS
acqsys002566,addition,nepssrskw296,CONTAINS
acqsys002566,specialist,nepssrskw477,CONTAINS
acqsys002570,form,nepssrskw002,CONTAINS
acqsys002570,document,nepssrskw007,CONTAINS
acqsys002570,require,nepssrskw023,CONTAINS
acqsys002570,interface,nepssrskw059,CONTAINS
acqsys002570,manage,nepssrskw060,CONTAINS
acqsys002570,access,nepssrskw082,CONTAINS
acqsys002570,support,nepssrskw085,CONTAINS
acqsys002570,complete,nepssrskw107,CONTAINS
acqsys002570,business,nepssrskw112,CONTAINS
acqsys002570,function,nepssrskw126,CONTAINS
acqsys002570,acquisition,nepssrskw131,CONTAINS
acqsys002570,track,nepssrskw146,CONTAINS
acqsys002570,web,nepssrskw180,CONTAINS
acqsys002570,local,nepssrskw188,CONTAINS
acqsys002570,control,nepssrskw219,CONTAINS
acqsys002570,content,nepssrskw235,CONTAINS
acqsys002570,administration,nepssrskw258,CONTAINS
acqsys002570,point,nepssrskw276,CONTAINS
acqsys002570,internal,nepssrskw302,CONTAINS
acqsys002570,certification,nepssrskw329,CONTAINS
acqsys002570,network,nepssrskw390,CONTAINS
acqsys002570,military,nepssrskw461,CONTAINS
acqsys002615,web,nepssrskw180,CONTAINS
acqsys002615,architect,nepssrskw311,CONTAINS
acqsys002615,network,nepssrskw390,CONTAINS
acqsys002620,data,nepssrskw003,CONTAINS
acqsys002620,contract,nepssrskw004,CONTAINS
acqsys002620,business,nepssrskw112,CONTAINS
acqsys002620,database,nepssrskw238,CONTAINS
acqsys002646,form,nepssrskw002,CONTAINS
acqsys002646,data,nepssrskw003,CONTAINS
acqsys002646,contract,nepssrskw004,CONTAINS
acqsys002646,date,nepssrskw008,CONTAINS
acqsys002646,award,nepssrskw016,CONTAINS
acqsys002646,time,nepssrskw049,CONTAINS
acqsys002646,update,nepssrskw050,CONTAINS
acqsys002646,perform,nepssrskw052,CONTAINS
acqsys002646,manage,nepssrskw060,CONTAINS
acqsys002646,complete,nepssrskw107,CONTAINS
acqsys002646,acquisition,nepssrskw131,CONTAINS
acqsys002646,service,nepssrskw133,CONTAINS
acqsys002646,database,nepssrskw238,CONTAINS
acqsys002646,operation,nepssrskw333,CONTAINS
acqsys002646,environment,nepssrskw344,CONTAINS
acqsys002647,form,nepssrskw002,CONTAINS
acqsys002647,data,nepssrskw003,CONTAINS
acqsys002647,contract,nepssrskw004,CONTAINS
acqsys002647,format,nepssrskw006,CONTAINS
acqsys002647,document,nepssrskw007,CONTAINS
acqsys002647,generate,nepssrskw010,CONTAINS
acqsys002647,information,nepssrskw011,CONTAINS
acqsys002647,action,nepssrskw012,CONTAINS
acqsys002647,report,nepssrskw014,CONTAINS
acqsys002647,require,nepssrskw023,CONTAINS
acqsys002647,process,nepssrskw027,CONTAINS
acqsys002647,based,nepssrskw032,CONTAINS
acqsys002647,time,nepssrskw049,CONTAINS
acqsys002647,transaction,nepssrskw051,CONTAINS
acqsys002647,perform,nepssrskw052,CONTAINS
acqsys002647,status,nepssrskw056,CONTAINS
acqsys002647,file,nepssrskw063,CONTAINS
acqsys002647,obligation,nepssrskw070,CONTAINS
acqsys002647,type,nepssrskw078,CONTAINS
acqsys002647,access,nepssrskw082,CONTAINS
acqsys002647,support,nepssrskw085,CONTAINS
acqsys002647,standard,nepssrskw091,CONTAINS
acqsys002647,delivery,nepssrskw099,CONTAINS
acqsys002647,business,nepssrskw112,CONTAINS
acqsys002647,function,nepssrskw126,CONTAINS
acqsys002647,acquisition,nepssrskw131,CONTAINS
acqsys002647,track,nepssrskw146,CONTAINS
acqsys002647,web,nepssrskw180,CONTAINS
acqsys002647,application,nepssrskw192,CONTAINS
acqsys002647,indicate,nepssrskw208,CONTAINS
acqsys002647,closeout,nepssrskw211,CONTAINS
acqsys002647,database,nepssrskw238,CONTAINS
acqsys002647,individual,nepssrskw252,CONTAINS
acqsys002647,special,nepssrskw294,CONTAINS
acqsys002647,addition,nepssrskw296,CONTAINS
acqsys002647,assurance,nepssrskw457,CONTAINS
acqsys002647,incident,nepssrskw475,CONTAINS
acqsys002647,specialist,nepssrskw477,CONTAINS
acqsys002647,quality,nepssrskw485,CONTAINS
acqsys002647,download,nepssrskw486,CONTAINS
acqsys002648,report,nepssrskw014,CONTAINS
acqsys002648,time,nepssrskw049,CONTAINS
acqsys002648,manage,nepssrskw060,CONTAINS
acqsys002648,workload,nepssrskw223,CONTAINS
acqsys002648,statistics,nepssrskw289,CONTAINS
acqsys002648,necessary,nepssrskw347,CONTAINS
acqsys002649,user,nepssrskw001,CONTAINS
acqsys002649,form,nepssrskw002,CONTAINS
acqsys002649,data,nepssrskw003,CONTAINS
acqsys002649,contract,nepssrskw004,CONTAINS
acqsys002649,format,nepssrskw006,CONTAINS
acqsys002649,date,nepssrskw008,CONTAINS
acqsys002649,generate,nepssrskw010,CONTAINS
acqsys002649,information,nepssrskw011,CONTAINS
acqsys002649,action,nepssrskw012,CONTAINS
acqsys002649,report,nepssrskw014,CONTAINS
acqsys002649,award,nepssrskw016,CONTAINS
acqsys002649,process,nepssrskw027,CONTAINS
acqsys002649,time,nepssrskw049,CONTAINS
acqsys002649,transaction,nepssrskw051,CONTAINS
acqsys002649,perform,nepssrskw052,CONTAINS
acqsys002649,manage,nepssrskw060,CONTAINS
acqsys002649,file,nepssrskw063,CONTAINS
acqsys002649,record,nepssrskw064,CONTAINS
acqsys002649,access,nepssrskw082,CONTAINS
acqsys002649,support,nepssrskw085,CONTAINS
acqsys002649,delivery,nepssrskw099,CONTAINS
acqsys002649,function,nepssrskw126,CONTAINS
acqsys002649,acquisition,nepssrskw131,CONTAINS
acqsys002649,track,nepssrskw146,CONTAINS
acqsys002649,collect,nepssrskw155,CONTAINS
acqsys002649,result,nepssrskw156,CONTAINS
acqsys002649,submission,nepssrskw175,CONTAINS
acqsys002649,web,nepssrskw180,CONTAINS
acqsys002649,application,nepssrskw192,CONTAINS
acqsys002649,purpose,nepssrskw201,CONTAINS
acqsys002649,database,nepssrskw238,CONTAINS
acqsys002649,description,nepssrskw250,CONTAINS
acqsys002649,master,nepssrskw263,CONTAINS
acqsys002649,statistics,nepssrskw289,CONTAINS
acqsys002649,initiation,nepssrskw445,CONTAINS
acqsys002649,describe,nepssrskw453,CONTAINS
acqsys002651,auto,nepssrskw028,CONTAINS
acqsys002651,based,nepssrskw032,CONTAINS
acqsys002651,order,nepssrskw042,CONTAINS
acqsys002651,request,nepssrskw088,CONTAINS
acqsys002651,track,nepssrskw146,CONTAINS
acqsys002651,application,nepssrskw192,CONTAINS
acqsys002651,statement,nepssrskw352,CONTAINS
acqsys002654,user,nepssrskw001,CONTAINS
acqsys002654,form,nepssrskw002,CONTAINS
acqsys002654,data,nepssrskw003,CONTAINS
acqsys002654,contract,nepssrskw004,CONTAINS
acqsys002654,format,nepssrskw006,CONTAINS
acqsys002654,information,nepssrskw011,CONTAINS
acqsys002654,report,nepssrskw014,CONTAINS
acqsys002654,award,nepssrskw016,CONTAINS
acqsys002654,number,nepssrskw018,CONTAINS
acqsys002654,require,nepssrskw023,CONTAINS
acqsys002654,process,nepssrskw027,CONTAINS
acqsys002654,auto,nepssrskw028,CONTAINS
acqsys002654,perform,nepssrskw052,CONTAINS
acqsys002654,enter,nepssrskw053,CONTAINS
acqsys002654,milestone,nepssrskw057,CONTAINS
acqsys002654,level,nepssrskw061,CONTAINS
acqsys002654,financial,nepssrskw062,CONTAINS
acqsys002654,file,nepssrskw063,CONTAINS
acqsys002654,support,nepssrskw085,CONTAINS
acqsys002654,request,nepssrskw088,CONTAINS
acqsys002654,multiple,nepssrskw098,CONTAINS
acqsys002654,source,nepssrskw106,CONTAINS
acqsys002654,business,nepssrskw112,CONTAINS
acqsys002654,search,nepssrskw115,CONTAINS
acqsys002654,audit,nepssrskw136,CONTAINS
acqsys002654,track,nepssrskw146,CONTAINS
acqsys002654,collect,nepssrskw155,CONTAINS
acqsys002654,external,nepssrskw158,CONTAINS
acqsys002654,automate,nepssrskw168,CONTAINS
acqsys002654,web,nepssrskw180,CONTAINS
acqsys002654,receipt,nepssrskw182,CONTAINS
acqsys002654,enterprise,nepssrskw191,CONTAINS
acqsys002654,unique,nepssrskw210,CONTAINS
acqsys002654,control,nepssrskw219,CONTAINS
acqsys002654,structure,nepssrskw293,CONTAINS
acqsys002654,generation,nepssrskw310,CONTAINS
acqsys002654,program,nepssrskw316,CONTAINS
acqsys002654,operation,nepssrskw333,CONTAINS
acqsys002654,federal,nepssrskw341,CONTAINS
acqsys002654,defense,nepssrskw345,CONTAINS
acqsys002654,dashboard,nepssrskw346,CONTAINS
acqsys002654,intelligence,nepssrskw386,CONTAINS
acqsys002654,warrant,nepssrskw399,CONTAINS
acqsys002654,business intelligence,nepssrskw405,CONTAINS
acqsys002654,officer,nepssrskw472,CONTAINS
acqsys002654,cac,nepssrskw506,CONTAINS
acqsys002670,process,nepssrskw027,CONTAINS
acqsys002670,auto,nepssrskw028,CONTAINS
acqsys002670,based,nepssrskw032,CONTAINS
acqsys002670,change,nepssrskw033,CONTAINS
acqsys002670,design,nepssrskw086,CONTAINS
acqsys002670,proposal,nepssrskw143,CONTAINS
acqsys002670,track,nepssrskw146,CONTAINS
acqsys002670,automate,nepssrskw168,CONTAINS
acqsys002670,web,nepssrskw180,CONTAINS
acqsys002670,architect,nepssrskw311,CONTAINS
acqsys002670,network,nepssrskw390,CONTAINS
acqsys002679,data,nepssrskw003,CONTAINS
acqsys002679,require,nepssrskw023,CONTAINS
acqsys002679,process,nepssrskw027,CONTAINS
acqsys002679,based,nepssrskw032,CONTAINS
acqsys002679,allow,nepssrskw040,CONTAINS
acqsys002679,interface,nepssrskw059,CONTAINS
acqsys002679,establish,nepssrskw065,CONTAINS
acqsys002679,interfacing,nepssrskw083,CONTAINS
acqsys002679,standard,nepssrskw091,CONTAINS
acqsys002679,electronic,nepssrskw111,CONTAINS
acqsys002679,acquisition,nepssrskw131,CONTAINS
acqsys002679,proposal,nepssrskw143,CONTAINS
acqsys002679,web,nepssrskw180,CONTAINS
acqsys002679,response,nepssrskw205,CONTAINS
acqsys002679,assist,nepssrskw314,CONTAINS
acqsys002679,implement,nepssrskw340,CONTAINS
acqsys002679,secure,nepssrskw351,CONTAINS
acqsys002679,technical,nepssrskw382,CONTAINS
acqsys002679,internet,nepssrskw408,CONTAINS
acqsys002679,logistic,nepssrskw448,CONTAINS
acqsys002679,technology,nepssrskw459,CONTAINS
acqsys002686,user,nepssrskw001,CONTAINS
acqsys002686,data,nepssrskw003,CONTAINS
acqsys002686,contract,nepssrskw004,CONTAINS
acqsys002686,document,nepssrskw007,CONTAINS
acqsys002686,generate,nepssrskw010,CONTAINS
acqsys002686,report,nepssrskw014,CONTAINS
acqsys002686,create,nepssrskw026,CONTAINS
acqsys002686,process,nepssrskw027,CONTAINS
acqsys002686,based,nepssrskw032,CONTAINS
acqsys002686,allow,nepssrskw040,CONTAINS
acqsys002686,time,nepssrskw049,CONTAINS
acqsys002686,enter,nepssrskw053,CONTAINS
acqsys002686,manage,nepssrskw060,CONTAINS
acqsys002686,file,nepssrskw063,CONTAINS
acqsys002686,select,nepssrskw075,CONTAINS
acqsys002686,access,nepssrskw082,CONTAINS
acqsys002686,support,nepssrskw085,CONTAINS
acqsys002686,source,nepssrskw106,CONTAINS
acqsys002686,business,nepssrskw112,CONTAINS
acqsys002686,security,nepssrskw113,CONTAINS
acqsys002686,function,nepssrskw126,CONTAINS
acqsys002686,acquisition,nepssrskw131,CONTAINS
acqsys002686,proposal,nepssrskw143,CONTAINS
acqsys002686,track,nepssrskw146,CONTAINS
acqsys002686,offer,nepssrskw159,CONTAINS
acqsys002686,evaluation,nepssrskw176,CONTAINS
acqsys002686,web,nepssrskw180,CONTAINS
acqsys002686,enterprise,nepssrskw191,CONTAINS
acqsys002686,application,nepssrskw192,CONTAINS
acqsys002686,cost,nepssrskw245,CONTAINS
acqsys002686,special,nepssrskw294,CONTAINS
acqsys002686,assist,nepssrskw314,CONTAINS
acqsys002686,program,nepssrskw316,CONTAINS
acqsys002686,secure,nepssrskw351,CONTAINS
acqsys002686,negotiation,nepssrskw383,CONTAINS
acqsys002686,describe,nepssrskw453,CONTAINS
acqsys002686,officer,nepssrskw472,CONTAINS
acqsys002686,specialist,nepssrskw477,CONTAINS
acqsys002699,user,nepssrskw001,CONTAINS
acqsys002699,data,nepssrskw003,CONTAINS
acqsys002699,document,nepssrskw007,CONTAINS
acqsys002699,date,nepssrskw008,CONTAINS
acqsys002699,report,nepssrskw014,CONTAINS
acqsys002699,define,nepssrskw021,CONTAINS
acqsys002699,based,nepssrskw032,CONTAINS
acqsys002699,assign,nepssrskw035,CONTAINS
acqsys002699,update,nepssrskw050,CONTAINS
acqsys002699,access,nepssrskw082,CONTAINS
acqsys002699,security,nepssrskw113,CONTAINS
acqsys002699,search,nepssrskw115,CONTAINS
acqsys002699,function,nepssrskw126,CONTAINS
acqsys002699,specific,nepssrskw134,CONTAINS
acqsys002699,track,nepssrskw146,CONTAINS
acqsys002699,web,nepssrskw180,CONTAINS
acqsys002699,exist,nepssrskw125,CONTAINS
acqsys002700,user,nepssrskw001,CONTAINS
acqsys002700,data,nepssrskw003,CONTAINS
acqsys002700,require,nepssrskw023,CONTAINS
acqsys002700,time,nepssrskw049,CONTAINS
acqsys002700,enter,nepssrskw053,CONTAINS
acqsys002700,manage,nepssrskw060,CONTAINS
acqsys002700,establish,nepssrskw065,CONTAINS
acqsys002700,select,nepssrskw075,CONTAINS
acqsys002700,support,nepssrskw085,CONTAINS
acqsys002700,acquisition,nepssrskw131,CONTAINS
acqsys002700,funding,nepssrskw149,CONTAINS
acqsys002700,modify,nepssrskw154,CONTAINS
acqsys002700,submission,nepssrskw175,CONTAINS
acqsys002700,evaluation,nepssrskw176,CONTAINS
acqsys002700,cost,nepssrskw245,CONTAINS
acqsys002700,description,nepssrskw250,CONTAINS
acqsys002700,identification,nepssrskw270,CONTAINS
acqsys002700,program,nepssrskw316,CONTAINS
acqsys002700,operation,nepssrskw333,CONTAINS
acqsys002700,justification,nepssrskw361,CONTAINS
acqsys002700,technical,nepssrskw382,CONTAINS
acqsys002700,critical,nepssrskw447,CONTAINS
acqsys002700,technology,nepssrskw459,CONTAINS
acqsys002700,exist,nepssrskw125,CONTAINS
acqsys002731,based,nepssrskw032,CONTAINS
acqsys002731,request,nepssrskw088,CONTAINS
acqsys002731,standard,nepssrskw091,CONTAINS
acqsys002731,complete,nepssrskw107,CONTAINS
acqsys002731,service,nepssrskw133,CONTAINS
acqsys002731,proposal,nepssrskw143,CONTAINS
acqsys002731,web,nepssrskw180,CONTAINS
acqsys002731,appropriate,nepssrskw187,CONTAINS
acqsys002731,commercial,nepssrskw291,CONTAINS
acqsys002731,government,nepssrskw295,CONTAINS
acqsys002745,action,nepssrskw012,CONTAINS
acqsys002745,transaction,nepssrskw051,CONTAINS
acqsys002745,request,nepssrskw088,CONTAINS
acqsys002745,track,nepssrskw146,CONTAINS
acqsys002745,purchase,nepssrskw214,CONTAINS
acqsys002762,user,nepssrskw001,CONTAINS
acqsys002762,form,nepssrskw002,CONTAINS
acqsys002762,data,nepssrskw003,CONTAINS
acqsys002762,contract,nepssrskw004,CONTAINS
acqsys002762,date,nepssrskw008,CONTAINS
acqsys002762,action,nepssrskw012,CONTAINS
acqsys002762,report,nepssrskw014,CONTAINS
acqsys002762,number,nepssrskw018,CONTAINS
acqsys002762,require,nepssrskw023,CONTAINS
acqsys002762,process,nepssrskw027,CONTAINS
acqsys002762,time,nepssrskw049,CONTAINS
acqsys002762,update,nepssrskw050,CONTAINS
acqsys002762,perform,nepssrskw052,CONTAINS
acqsys002762,enter,nepssrskw053,CONTAINS
acqsys002762,manage,nepssrskw060,CONTAINS
acqsys002762,establish,nepssrskw065,CONTAINS
acqsys002762,obligation,nepssrskw070,CONTAINS
acqsys002762,support,nepssrskw085,CONTAINS
acqsys002762,request,nepssrskw088,CONTAINS
acqsys002762,source,nepssrskw106,CONTAINS
acqsys002762,search,nepssrskw115,CONTAINS
acqsys002762,function,nepssrskw126,CONTAINS
acqsys002762,acquisition,nepssrskw131,CONTAINS
acqsys002762,service,nepssrskw133,CONTAINS
acqsys002762,track,nepssrskw146,CONTAINS
acqsys002762,result,nepssrskw156,CONTAINS
acqsys002762,approval,nepssrskw174,CONTAINS
acqsys002762,plan,nepssrskw179,CONTAINS
acqsys002762,web,nepssrskw180,CONTAINS
acqsys002762,application,nepssrskw192,CONTAINS
acqsys002762,completion,nepssrskw193,CONTAINS
acqsys002762,dollar,nepssrskw216,CONTAINS
acqsys002762,including,nepssrskw236,CONTAINS
acqsys002762,available,nepssrskw241,CONTAINS
acqsys002762,total,nepssrskw253,CONTAINS
acqsys002762,supplement,nepssrskw285,CONTAINS
acqsys002762,addition,nepssrskw296,CONTAINS
acqsys002762,assist,nepssrskw314,CONTAINS
acqsys002762,program,nepssrskw316,CONTAINS
acqsys002762,estimate,nepssrskw322,CONTAINS
acqsys002762,federal,nepssrskw341,CONTAINS
acqsys002762,defense,nepssrskw345,CONTAINS
acqsys002762,planning,nepssrskw403,CONTAINS
acqsys002762,competitive,nepssrskw407,CONTAINS
acqsys002762,forecast,nepssrskw411,CONTAINS
acqsys002762,maintenance,nepssrskw428,CONTAINS
acqsys002762,repair,nepssrskw434,CONTAINS
acqsys002762,critical,nepssrskw447,CONTAINS
acqsys002762,logistic,nepssrskw448,CONTAINS
acqsys002762,following,nepssrskw449,CONTAINS
acqsys002762,military,nepssrskw461,CONTAINS
acqsys002770,form,nepssrskw002,CONTAINS
acqsys002770,data,nepssrskw003,CONTAINS
acqsys002770,contract,nepssrskw004,CONTAINS
acqsys002770,capture,nepssrskw005,CONTAINS
acqsys002770,process,nepssrskw027,CONTAINS
acqsys002770,based,nepssrskw032,CONTAINS
acqsys002770,perform,nepssrskw052,CONTAINS
acqsys002770,milestone,nepssrskw057,CONTAINS
acqsys002770,manage,nepssrskw060,CONTAINS
acqsys002770,financial,nepssrskw062,CONTAINS
acqsys002770,standard,nepssrskw091,CONTAINS
acqsys002770,function,nepssrskw126,CONTAINS
acqsys002770,track,nepssrskw146,CONTAINS
acqsys002770,application,nepssrskw192,CONTAINS
acqsys002770,database,nepssrskw238,CONTAINS
acqsys002770,program,nepssrskw316,CONTAINS
acqsys002770,logistic,nepssrskw448,CONTAINS
acqsys002780,form,nepssrskw002,CONTAINS
acqsys002780,data,nepssrskw003,CONTAINS
acqsys002780,contract,nepssrskw004,CONTAINS
acqsys002780,format,nepssrskw006,CONTAINS
acqsys002780,document,nepssrskw007,CONTAINS
acqsys002780,information,nepssrskw011,CONTAINS
acqsys002780,report,nepssrskw014,CONTAINS
acqsys002780,based,nepssrskw032,CONTAINS
acqsys002780,enter,nepssrskw053,CONTAINS
acqsys002780,manage,nepssrskw060,CONTAINS
acqsys002780,file,nepssrskw063,CONTAINS
acqsys002780,access,nepssrskw082,CONTAINS
acqsys002780,support,nepssrskw085,CONTAINS
acqsys002780,electronic,nepssrskw111,CONTAINS
acqsys002780,business,nepssrskw112,CONTAINS
acqsys002780,security,nepssrskw113,CONTAINS
acqsys002780,search,nepssrskw115,CONTAINS
acqsys002780,current,nepssrskw129,CONTAINS
acqsys002780,acquisition,nepssrskw131,CONTAINS
acqsys002780,proposal,nepssrskw143,CONTAINS
acqsys002780,result,nepssrskw156,CONTAINS
acqsys002780,web,nepssrskw180,CONTAINS
acqsys002780,enterprise,nepssrskw191,CONTAINS
acqsys002780,application,nepssrskw192,CONTAINS
acqsys002780,single,nepssrskw194,CONTAINS
acqsys002780,import,nepssrskw212,CONTAINS
acqsys002780,control,nepssrskw219,CONTAINS
acqsys002780,database,nepssrskw238,CONTAINS
acqsys002780,case,nepssrskw257,CONTAINS
acqsys002780,point,nepssrskw276,CONTAINS
acqsys002780,entry,nepssrskw290,CONTAINS
acqsys002780,commercial,nepssrskw291,CONTAINS
acqsys002780,special,nepssrskw294,CONTAINS
acqsys002780,defense,nepssrskw345,CONTAINS
acqsys002780,secure,nepssrskw351,CONTAINS
acqsys002780,return,nepssrskw367,CONTAINS
acqsys002780,server,nepssrskw375,CONTAINS
acqsys002780,original,nepssrskw437,CONTAINS
acqsys002780,specialist,nepssrskw477,CONTAINS
acqsys002780,integrity,nepssrskw497,CONTAINS
acqsys002806,form,nepssrskw002,CONTAINS
acqsys002806,data,nepssrskw003,CONTAINS
acqsys002806,contract,nepssrskw004,CONTAINS
acqsys002806,capture,nepssrskw005,CONTAINS
acqsys002806,format,nepssrskw006,CONTAINS
acqsys002806,document,nepssrskw007,CONTAINS
acqsys002806,date,nepssrskw008,CONTAINS
acqsys002806,information,nepssrskw011,CONTAINS
acqsys002806,report,nepssrskw014,CONTAINS
acqsys002806,require,nepssrskw023,CONTAINS
acqsys002806,process,nepssrskw027,CONTAINS
acqsys002806,auto,nepssrskw028,CONTAINS
acqsys002806,allow,nepssrskw040,CONTAINS
acqsys002806,time,nepssrskw049,CONTAINS
acqsys002806,enter,nepssrskw053,CONTAINS
acqsys002806,status,nepssrskw056,CONTAINS
acqsys002806,manage,nepssrskw060,CONTAINS
acqsys002806,record,nepssrskw064,CONTAINS
acqsys002806,access,nepssrskw082,CONTAINS
acqsys002806,support,nepssrskw085,CONTAINS
acqsys002806,search,nepssrskw115,CONTAINS
acqsys002806,reference,nepssrskw123,CONTAINS
acqsys002806,acquisition,nepssrskw131,CONTAINS
acqsys002806,track,nepssrskw146,CONTAINS
acqsys002806,automate,nepssrskw168,CONTAINS
acqsys002806,approval,nepssrskw174,CONTAINS
acqsys002806,plan,nepssrskw179,CONTAINS
acqsys002806,web,nepssrskw180,CONTAINS
acqsys002806,local,nepssrskw188,CONTAINS
acqsys002806,enterprise,nepssrskw191,CONTAINS
acqsys002806,application,nepssrskw192,CONTAINS
acqsys002806,database,nepssrskw238,CONTAINS
acqsys002806,supplement,nepssrskw285,CONTAINS
acqsys002806,active,nepssrskw287,CONTAINS
acqsys002806,addition,nepssrskw296,CONTAINS
acqsys002806,internal,nepssrskw302,CONTAINS
acqsys002806,program,nepssrskw316,CONTAINS
acqsys002806,certification,nepssrskw329,CONTAINS
acqsys002806,federal,nepssrskw341,CONTAINS
acqsys002806,environment,nepssrskw344,CONTAINS
acqsys002806,defense,nepssrskw345,CONTAINS
acqsys002806,determination,nepssrskw349,CONTAINS
acqsys002806,secure,nepssrskw351,CONTAINS
acqsys002806,comply,nepssrskw354,CONTAINS
acqsys002806,justification,nepssrskw361,CONTAINS
acqsys002806,repair,nepssrskw434,CONTAINS
acqsys002808,user,nepssrskw001,CONTAINS
acqsys002808,form,nepssrskw002,CONTAINS
acqsys002808,data,nepssrskw003,CONTAINS
acqsys002808,contract,nepssrskw004,CONTAINS
acqsys002808,format,nepssrskw006,CONTAINS
acqsys002808,date,nepssrskw008,CONTAINS
acqsys002808,information,nepssrskw011,CONTAINS
acqsys002808,report,nepssrskw014,CONTAINS
acqsys002808,require,nepssrskw023,CONTAINS
acqsys002808,process,nepssrskw027,CONTAINS
acqsys002808,auto,nepssrskw028,CONTAINS
acqsys002808,based,nepssrskw032,CONTAINS
acqsys002808,order,nepssrskw042,CONTAINS
acqsys002808,update,nepssrskw050,CONTAINS
acqsys002808,manage,nepssrskw060,CONTAINS
acqsys002808,access,nepssrskw082,CONTAINS
acqsys002808,support,nepssrskw085,CONTAINS
acqsys002808,request,nepssrskw088,CONTAINS
acqsys002808,register,nepssrskw090,CONTAINS
acqsys002808,source,nepssrskw106,CONTAINS
acqsys002808,business,nepssrskw112,CONTAINS
acqsys002808,search,nepssrskw115,CONTAINS
acqsys002808,acquisition,nepssrskw131,CONTAINS
acqsys002808,service,nepssrskw133,CONTAINS
acqsys002808,agency,nepssrskw138,CONTAINS
acqsys002808,track,nepssrskw146,CONTAINS
acqsys002808,automate,nepssrskw168,CONTAINS
acqsys002808,approval,nepssrskw174,CONTAINS
acqsys002808,plan,nepssrskw179,CONTAINS
acqsys002808,web,nepssrskw180,CONTAINS
acqsys002808,database,nepssrskw238,CONTAINS
acqsys002808,available,nepssrskw241,CONTAINS
acqsys002808,connect,nepssrskw265,CONTAINS
acqsys002808,commercial,nepssrskw291,CONTAINS
acqsys002808,government,nepssrskw295,CONTAINS
acqsys002808,activity,nepssrskw301,CONTAINS
acqsys002808,program,nepssrskw316,CONTAINS
acqsys002808,determination,nepssrskw349,CONTAINS
acqsys002808,justification,nepssrskw361,CONTAINS
acqsys002808,publication,nepssrskw401,CONTAINS
acqsys002808,planning,nepssrskw403,CONTAINS
acqsys002808,forecast,nepssrskw411,CONTAINS
acqsys002808,maintenance,nepssrskw428,CONTAINS
acqsys002808,repair,nepssrskw434,CONTAINS
acqsys002808,following,nepssrskw449,CONTAINS
acqsys002808,cac,nepssrskw506,CONTAINS
acqsys002808,possible,nepssrskw510,CONTAINS
acqsys002818,data,nepssrskw003,CONTAINS
acqsys002818,report,nepssrskw014,CONTAINS
acqsys002818,commitment,nepssrskw313,CONTAINS
acqsys002860,user,nepssrskw001,CONTAINS
acqsys002860,form,nepssrskw002,CONTAINS
acqsys002860,data,nepssrskw003,CONTAINS
acqsys002860,format,nepssrskw006,CONTAINS
acqsys002860,document,nepssrskw007,CONTAINS
acqsys002860,date,nepssrskw008,CONTAINS
acqsys002860,information,nepssrskw011,CONTAINS
acqsys002860,create,nepssrskw026,CONTAINS
acqsys002860,process,nepssrskw027,CONTAINS
acqsys002860,auto,nepssrskw028,CONTAINS
acqsys002860,based,nepssrskw032,CONTAINS
acqsys002860,modification,nepssrskw036,CONTAINS
acqsys002860,order,nepssrskw042,CONTAINS
acqsys002860,time,nepssrskw049,CONTAINS
acqsys002860,update,nepssrskw050,CONTAINS
acqsys002860,perform,nepssrskw052,CONTAINS
acqsys002860,enter,nepssrskw053,CONTAINS
acqsys002860,status,nepssrskw056,CONTAINS
acqsys002860,interface,nepssrskw059,CONTAINS
acqsys002860,manage,nepssrskw060,CONTAINS
acqsys002860,financial,nepssrskw062,CONTAINS
acqsys002860,file,nepssrskw063,CONTAINS
acqsys002860,establish,nepssrskw065,CONTAINS
acqsys002860,select,nepssrskw075,CONTAINS
acqsys002860,support,nepssrskw085,CONTAINS
acqsys002860,design,nepssrskw086,CONTAINS
acqsys002860,complete,nepssrskw107,CONTAINS
acqsys002860,electronic,nepssrskw111,CONTAINS
acqsys002860,function,nepssrskw126,CONTAINS
acqsys002860,designate,nepssrskw128,CONTAINS
acqsys002860,current,nepssrskw129,CONTAINS
acqsys002860,acquisition,nepssrskw131,CONTAINS
acqsys002860,service,nepssrskw133,CONTAINS
acqsys002860,track,nepssrskw146,CONTAINS
acqsys002860,payment,nepssrskw163,CONTAINS
acqsys002860,automate,nepssrskw168,CONTAINS
acqsys002860,plan,nepssrskw179,CONTAINS
acqsys002860,receipt,nepssrskw182,CONTAINS
acqsys002860,enterprise,nepssrskw191,CONTAINS
acqsys002860,purpose,nepssrskw201,CONTAINS
acqsys002860,database,nepssrskw238,CONTAINS
acqsys002860,cost,nepssrskw245,CONTAINS
acqsys002860,description,nepssrskw250,CONTAINS
acqsys002860,individual,nepssrskw252,CONTAINS
acqsys002860,entry,nepssrskw290,CONTAINS
acqsys002860,addition,nepssrskw296,CONTAINS
acqsys002860,program,nepssrskw316,CONTAINS
