contractingofficeID:ID,name,title,city,state,zip,COUNTRY_CODE,:LABEL,Column1
O1232PY,USDA APHIS BRS,USDA APHIS BRS,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232PZ,USDA APHIS MRPBS EPRD,USDA APHIS MRPBS EPRD,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232R2,USDA APHIS PPQ,USDA APHIS PPQ,BELTSVILLE,MD,20705,USA,ContractingOffice,
O1232RA,USDA APHIS MRPBS ITD FPS_AIM,USDA APHIS MRPBS ITD FPS_AIM,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232RD,USDA APHIS MRP BS ITD,USDA APHIS MRP BS ITD,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232RE,USDA APHIS PPQ,USDA APHIS PPQ,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232RH,USDA APHIS OEM AO,USDA APHIS OEM AO,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232RK,USDA APHIS,USDA APHIS,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232RM,USDA APHIS VS NCAHP SIP,USDA APHIS VS NCAHP SIP,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232SA,USDA ARS AFM APD,USDA ARS AFM APD,BELTSVILLE,MD,20705-5117,USA,ContractingOffice,
O1232T1,USDA ARS NEA FDWSR,USDA ARS NEA FDWSR,FORT DETRICK,MD,21702-5023,USA,ContractingOffice,
O1232TC,USDA AMS SEICNCE TECHNOLOGY AO,USDA AMS SEICNCE TECHNOLOGY AO,WASHINGTON,DC,20250,USA,ContractingOffice,
O1232TD,USDA FOREST SERVICE,USDA FOREST SERVICE,WASHINGTON,DC,20250-1138,USA,ContractingOffice,
O1232V3,USDA ARS NEA FDWSR,USDA ARS NEA FDWSR,FORT DETRICK,MD,21702-5023,USA,ContractingOffice,
O1232X9,USDA APHIS VS,USDA APHIS VS,ANNAPOLIS,MD,21404,USA,ContractingOffice,
O1232Y2,USDA AMS LS AND SEED DIVISION,USDA AMS LS AND SEED DIVISION,BELTSVILLE,MD,20705,USA,ContractingOffice,
O1232Y6,USDA APHIS PPQ EP,USDA APHIS PPQ EP,RIVERDALE,MD,20737,USA,ContractingOffice,
O1232Y8,USDA APHIS VS,USDA APHIS VS,KEEDYSVILLE,MD,21032,USA,ContractingOffice,
O1232Y9,USDA APHIS PPQ_PHMB,USDA APHIS PPQ_PHMB,RIVERDALE,MD,20737,USA,ContractingOffice,
O123301,USDA RURAL DEVELOPMENT,USDA RURAL DEVELOPMENT,ELKO,NV,89801,USA,ContractingOffice,
O123304,USDA RURAL DEVELOPMENT,USDA RURAL DEVELOPMENT,ELKO,NV,89801,USA,ContractingOffice,
O123315,USDA ANIMAL AND PLANT HEALTH INSP,USDA ANIMAL AND PLANT HEALTH INSP,NORFOLK,VA,23510,USA,ContractingOffice,
O123319,USDA APHIS PPQ,USDA APHIS PPQ,ROANOKE,VA,24006,USA,ContractingOffice,
O123327,USDA APHIS PPQ,USDA APHIS PPQ,WASHINGTON,DC,20041,USA,ContractingOffice,
O123331,FSA VA STATE OFFICE,FSA VA STATE OFFICE,Henrico,VA,23229,USA,ContractingOffice,
O123333,USDA RURAL DEVELOPMENT,USDA RURAL DEVELOPMENT,RICHMOND,VA,23229,USA,ContractingOffice,
O123363,USDA AMS FRUIT AND VEG DIV,USDA AMS FRUIT AND VEG DIV,VIRGINIA BEACH,VA,23456,USA,ContractingOffice,
O123365,USDA AMS LS AND SEED DIVISION,USDA AMS LS AND SEED DIVISION,RICHMOND,VA,23219,USA,ContractingOffice,
O123367,USDA GIPSA,USDA GIPSA,CHESAPEAKE,VA,23324,USA,ContractingOffice,
O123395,GEORGE WASHINGTON_JEFFERSON NATIONAL FOREST,GEORGE WASHINGTON_JEFFERSON NATIONAL FOREST,ROANOKE,VA,24019,USA,ContractingOffice,
O1233A4,FLATWOODS JOB CORPS CENTER,FLATWOODS JOB CORPS CENTER,COEBURN,VA,24230,USA,ContractingOffice,
O1233AC,USDA APHIS VS AH,USDA APHIS VS AH,LYNCHBURG,VA,24504-3716,USA,ContractingOffice,
O1233AD,USDA APHIS VS AH,USDA APHIS VS AH,WYTHEVILLE,VA,24382,USA,ContractingOffice,
O1233AF,USDA APHIS VS AH,USDA APHIS VS AH,WARRENTON,VA,20186,USA,ContractingOffice,
O1233BL,USDA ANIMAL PLANT HEALTH,USDA ANIMAL PLANT HEALTH,RICHMOND,VA,23219,USA,ContractingOffice,
O1233GA,USDA AMS PESTICIDE RECORDS BRANCH,USDA AMS PESTICIDE RECORDS BRANCH,MANASSAS,VA,20110,USA,ContractingOffice,
O1233GE,USDA APHIS PPQ,USDA APHIS PPQ,ROANOKE,VA,24006,USA,ContractingOffice,
O1233GH,USDA AMS F AND V,USDA AMS F AND V,MANASSAS,VA,20110,USA,ContractingOffice,
O1233GM,USDA AMS FVP FPB,USDA AMS FVP FPB,BRUCETON MILLS,WV,26525,USA,ContractingOffice,
O1233GX,HARPERS FERRY JOB CORPS,HARPERS FERRY JOB CORPS,HARPERS FERRY,WV,25425,USA,ContractingOffice,
O1233GY,USDA APHIS PPQ EAB,USDA APHIS PPQ EAB,ELKINS,WV,26241,USA,ContractingOffice,
O1233HA,USDA APHIS PPQ,USDA APHIS PPQ,RICHMOND,VA,23231,USA,ContractingOffice,
O1233HB,USDA APHIS WILDLIFE SERVICES,USDA APHIS WILDLIFE SERVICES,ELKINS,WV,26241,USA,ContractingOffice,
O1233MM,USDA AMS FRUIT AND VEGETABLE DIV,USDA AMS FRUIT AND VEGETABLE DIV,RICHMOND,VA,23219,USA,ContractingOffice,
O1233NV,USDA AMS FV FPB TDC,USDA AMS FV FPB TDC,FREDERICKSBURG,VA,22406,USA,ContractingOffice,
O1233NW,USDA APHIS VS AVIAN PROJECT,USDA APHIS VS AVIAN PROJECT,HARRISONBURG,VA,22801,USA,ContractingOffice,
O1233PP,USDA AMS POULTRY DIVISION,USDA AMS POULTRY DIVISION,HARRISONBURG,VA,22801,USA,ContractingOffice,
O1233RK,ALBUQUERQUE SERVICE CENTER,ALBUQUERQUE SERVICE CENTER,ALBUQUERQUE,NM,871094473,USA,ContractingOffice,
O1233SG,USDA APHIS PPQ EAB,USDA APHIS PPQ EAB,MANASSAS,VA,20110,USA,ContractingOffice,
O1233SH,USDA APHIS PPQ,USDA APHIS PPQ,PORTSMOUTH,VA,23703,USA,ContractingOffice,
O1233TT,USDA GIPSA,USDA GIPSA,BEDFORD,VA,24523,USA,ContractingOffice,
O123400,USDA APHIS VS AH,USDA APHIS VS AH,CHARLESTON,WV,25305,USA,ContractingOffice,
O123405,FSA WV STATE OFFICE,FSA WV STATE OFFICE,MORGANTOWN,WV,26505,USA,ContractingOffice,
O123406,USDA RURAL DEVELOPMENT,USDA RURAL DEVELOPMENT,MORGANTOWN,WV,26505,USA,ContractingOffice,
O123428,USDA FOREST SERVICE,USDA FOREST SERVICE,MORGANTOWN,WV,26505-3101,USA,ContractingOffice,
O123429,USDA FOREST SERVICE,USDA FOREST SERVICE,PRINCETON,WV,24740-9268,USA,ContractingOffice,
O123430,USDA FOREST SERVICE,USDA FOREST SERVICE,PARSONS,WV,26287-0404,USA,ContractingOffice,
O123434,MONONGAHELA NATIONAL FOREST,MONONGAHELA NATIONAL FOREST,ELKINS,WV,26241,USA,ContractingOffice,
O123445,MONONGAHELA NATIONAL FOREST,MONONGAHELA NATIONAL FOREST,WHITE SULPHUR SPRINGS,WV,24986,USA,ContractingOffice,
O12344J,USDA AMS PY MARKET NEWS SUPPORT,USDA AMS PY MARKET NEWS SUPPORT,WASHINGTON,DC,20250,USA,ContractingOffice,
O12344V,AQM ENTERPRISE ACTIVITIES,AQM ENTERPRISE ACTIVITIES,VANCOUVER,WA,98661,USA,ContractingOffice,
O12344Z,USDA ARS NEA BARC RSS,USDA ARS NEA BARC RSS,BELTSVILLE,MD,20705,USA,ContractingOffice,
O12345A,USDA AMS ST ADMIN OFFICE,USDA AMS ST ADMIN OFFICE,WASHINGTON,DC,20250,USA,ContractingOffice,
O12345B,USDA AMS FV IMS,USDA AMS FV IMS,WASHINGTON,DC,20250,USA,ContractingOffice,
O12345C,USDA APHIS ANIMAL CARE,USDA APHIS ANIMAL CARE,WASHINGTON,DC,20250,USA,ContractingOffice,
O12345D,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20250,USA,ContractingOffice,
O12345E,USDA AMS DIARY PROGRAMS,USDA AMS DIARY PROGRAMS,WASHINGTON,DC,20020,USA,ContractingOffice,
O12349B,USDA ARS NEA AFRL,USDA ARS NEA AFRL,KEARNEYSVILLE,WV,25430-2771,USA,ContractingOffice,
O12349S,USDA ARS NEA APPALACHIAN FARMING SY,USDA ARS NEA APPALACHIAN FARMING SY,BEAVER,WV,25813-9423,USA,ContractingOffice,
O123503,USDA APHIS VS,USDA APHIS VS,DOVER,DE,19901,USA,ContractingOffice,
O123505,USDA AMS FRUIT AND VEGETABLE DIV,USDA AMS FRUIT AND VEGETABLE DIV,DOVER,DE,19901,USA,ContractingOffice,
O123516,USDA RURAL DEVELOPMENT,USDA RURAL DEVELOPMENT,DOVER,DE,19904,USA,ContractingOffice,
O123520,USDA APHIS PPQ,USDA APHIS PPQ,NEW CASTLE,DE,19720,USA,ContractingOffice,
O123534,USDA APHIS PPQ SPHD,USDA APHIS PPQ SPHD,DOVER,DE,19904,USA,ContractingOffice,
O123604,NORTHERN RESEARCH STATION,NORTHERN RESEARCH STATION,NEWTOWN SQUARE,PA,19073,USA,ContractingOffice,
O123626,USDA AMS F AND V DIVISION,USDA AMS F AND V DIVISION,HARRISBURG,PA,17120,USA,ContractingOffice,
O12363N,USDA FS STEWARDSHIP CONTRACTING BRANCH,USDA FS STEWARDSHIP CONTRACTING BRANCH,WASHINGTON,DC,202501138,USA,ContractingOffice,
O123642,USDA AMS POULTRY DIV GRADING BR,USDA AMS POULTRY DIV GRADING BR,HARRISBURG,PA,17110,USA,ContractingOffice,
O123686,USDA AMS F AND V DIVISION,USDA AMS F AND V DIVISION,CREAMERY,PA,19430,USA,ContractingOffice,
O123689,USDA APHISS ANIMAL DAMAGE CONTROL,USDA APHISS ANIMAL DAMAGE CONTROL,STATE COLLEGE,PA,16801,USA,ContractingOffice,
O123694,USDA APHIS PPQ,USDA APHIS PPQ,CARLISLE,PA,17013,USA,ContractingOffice,
O1236WL,USDA APHIS PPQ,USDA APHIS PPQ,PITTSBURGH,PA,15231,USA,ContractingOffice,
O1236WN,USDA APHIS PPQ,USDA APHIS PPQ,MERCER,PA,16137,USA,ContractingOffice,
O1236WT,USDA APHIS PPQ,USDA APHIS PPQ,CARLISLE,PA,17013,USA,ContractingOffice,
O1237AD,USDA APHIS PPD OD,USDA APHIS PPD OD,RIVERDALE,MD,20737,USA,ContractingOffice,
O1237AE,USDA APHIS PPD ES,USDA APHIS PPD ES,RIVERDALE,MD,20737,USA,ContractingOffice,
O1237AJ,USDA APHIS ASD PSMB,USDA APHIS ASD PSMB,WASHINGTON,DC,20090,USA,ContractingOffice,
O1237AL,USDA APHIS PPQ OFFICER IN CHARGE,USDA APHIS PPQ OFFICER IN CHARGE,BELTSVILLE,MD,20705,USA,ContractingOffice,
O1237AM,USDA APHIS PPQ BSS OD,USDA APHIS PPQ BSS OD,RIVERDALE,MD,20737-1237,USA,ContractingOffice,
O1237AN,USDA APHIS MSD PPMB,USDA APHIS MSD PPMB,RIVERDALE,MD,20737,USA,ContractingOffice,
O1237AR,USDA APHIS PPD DATA SUPPORT,USDA APHIS PPD DATA SUPPORT,RIVERDALE,MD,20737-1237,USA,ContractingOffice,
O1237AS,USDA APHIS BBEP EA,USDA APHIS BBEP EA,RIVERDALE,MD,20737,USA,ContractingOffice,
O1237AT,USDA APHIS VS,USDA APHIS VS,RIVERDALE,MD,20737-1237,USA,ContractingOffice,
O1237AV,USDA APHIS BBEP BIO PERMITS,USDA APHIS BBEP BIO PERMITS,RIVERDALE,MD,20737,USA,ContractingOffice,
O1237AW,USDA APHIS PPQ BSS ITS,USDA APHIS PPQ BSS ITS,RIVERDALE,MD,20737-1237,USA,ContractingOffice,
O1237AY,USDA APHIS MRPBS IT CIO,USDA APHIS MRPBS IT CIO,RIVERDALE,MD,20737,USA,ContractingOffice,
O123A76,USDA APHIS MRPBS FMD DO,USDA APHIS MRPBS FMD DO,RIVERDALE,MD,20737,USA,ContractingOffice,
O123A80,USDA GIPSA,USDA GIPSA,BELTSVILLE,MD,20705,USA,ContractingOffice,
O123A86,USDA AMS FMD FISCAL OPERATIONS,USDA AMS FMD FISCAL OPERATIONS,WASHINGTON,DC,20250,USA,ContractingOffice,
O123A94,USDA FSIS OAS PCMB,USDA FSIS OAS PCMB,BELTSVILLE,MD,20705-5230,USA,ContractingOffice,
O123A95,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20250,USA,ContractingOffice,
O123AAW,USDA AMS DAIRY DIVISION,USDA AMS DAIRY DIVISION,WASHINGTON,DC,20090,USA,ContractingOffice,
O123AAX,USDA AMS F AND V DIV,USDA AMS F AND V DIV,WASHINGTON,DC,20090,USA,ContractingOffice,
O123AAY,USDA AMS LS AND SEED DIVISION,USDA AMS LS AND SEED DIVISION,WASHINGTON,DC,20250,USA,ContractingOffice,
O123AAZ,USDA AMS POULTRY DIVISION,USDA AMS POULTRY DIVISION,WASHINGTON,DC,20250,USA,ContractingOffice,
O123AE6,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20250,USA,ContractingOffice,
O123AEG,USDA APHIS ANIMAL DAMAGE CONTROL,USDA APHIS ANIMAL DAMAGE CONTROL,WASHINGTON,DC,20250,USA,ContractingOffice,
O123ATS,USDA_RURAL DEVELOPMENT,USDA_RURAL DEVELOPMENT,WASHINGTON,DC,20250,USA,ContractingOffice,
O123BKF,USDA APHIS PPQ,USDA APHIS PPQ,BALTIMORE,MD,21224,USA,ContractingOffice,
O123C37,USDA AMS F AND V DIV FPB FAU,USDA AMS F AND V DIV FPB FAU,WASHINGTON,DC,20090,USA,ContractingOffice,
O123C78,NRCS CONTRACTING SVS BRANCH TEAM 3,NRCS CONTRACTING SVS BRANCH TEAM 3,WASHINGTON,DC,20250,USA,ContractingOffice,
O123J14,USDA AMS 3J14,USDA AMS 3J14,WASHINGTON,DC,20250,USA,ContractingOffice,
O123J18,USDA APHIS PPQ SLF,USDA APHIS PPQ SLF,LANCASTER,PA,17601,USA,ContractingOffice,
O123J19,USDA OIG RESOURCE MGMT DIVISION,USDA OIG RESOURCE MGMT DIVISION,WASHINGTON,DC,20250,USA,ContractingOffice,
O123J20,USDA APHIS PPQ SLF,USDA APHIS PPQ SLF,MINERSVILLE,PA,17954,USA,ContractingOffice,
O123J22,USDA APHIS PPQ SLF,USDA APHIS PPQ SLF,GLENSIDE,PA,19038,USA,ContractingOffice,
O123J23,USDA APHIS PPQ SLF,USDA APHIS PPQ SLF,EASTON,PA,18045,USA,ContractingOffice,
O123J32,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20250,USA,ContractingOffice,
O123J33,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20250,USA,ContractingOffice,
O123J41,USDA APHIS PP AND Q,USDA APHIS PP AND Q,WASHINGTON,DC,20520,USA,ContractingOffice,
O123JJ2,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20090-6454,USA,ContractingOffice,
O123JJ7,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20090-6454,USA,ContractingOffice,
O123JJK,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20090-6454,USA,ContractingOffice,
O123JJN,USDA GIPSA,USDA GIPSA,WASHINGTON,DC,20090-6454,USA,ContractingOffice,
O123JJP,USDA APHIS OA S AND T,USDA APHIS OA S AND T,WASHINGTON,DC,20090,USA,ContractingOffice,
O123JJT,USDA AMS F AND V DIV PPB,USDA AMS F AND V DIV PPB,WASHINGTON,DC,20090,USA,ContractingOffice,
O123JL0,NEA EASTERN REGIONAL RESEARCH CENTE,NEA EASTERN REGIONAL RESEARCH CENTE,WYNDMOOR,PA,19038,USA,ContractingOffice,
O123JL6,USDA APHIS PPQ,USDA APHIS PPQ,CARLISLE,PA,17013,USA,ContractingOffice,
O123JL9,USDA APHIS PPQ SITC,USDA APHIS PPQ SITC,PHILADELPHIA,PA,19106,USA,ContractingOffice,
O123JN8,USDA APHIS PPQ SPHD,USDA APHIS PPQ SPHD,RIDGWAY,PA,15853,USA,ContractingOffice,
O123JN9,USDA APHIS PPQ,USDA APHIS PPQ,LANCASTER,PA,17601,USA,ContractingOffice,
O123K01,FSA MD STATE OFFICE,FSA MD STATE OFFICE,ANNAPOLIS,MD,21409,USA,ContractingOffice,
O123K09,USDA ARS NAL,USDA ARS NAL,BELTSVILLE,MD,20705,USA,ContractingOffice,
O123K14,USDA AMS POULTRY DIV,USDA AMS POULTRY DIV,SALISBURY,MD,21801,USA,ContractingOffice,
O123K16,USDA APHIS PPQ PO,USDA APHIS PPQ PO,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K18,USDA APHIS PPQ DA,USDA APHIS PPQ DA,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K31,USDA APHIS WILDLIFE SERVICES,USDA APHIS WILDLIFE SERVICES,ANNAPOLIS,MD,21401-7413,USA,ContractingOffice,
O123K36,USDA APHIS LPA EC,USDA APHIS LPA EC,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K41,USDA APHIS PPQ VMO,USDA APHIS PPQ VMO,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K42,USDA APHIS PPQ DEO OS,USDA APHIS PPQ DEO OS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K48,USDA APHIS OPD,USDA APHIS OPD,RIVERDALE,MD,20737-1230,USA,ContractingOffice,
O123K51,USDA APHIS ADC,USDA APHIS ADC,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K53,USDA APHIS ADC RMS,USDA APHIS ADC RMS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K54,USDA APHIS PPQ,USDA APHIS PPQ,BALTIMORE,MD,21222,USA,ContractingOffice,
O123K55,USDA APHIS PPD EAD,USDA APHIS PPD EAD,RIVERDALE,MD,20737-1237,USA,ContractingOffice,
O123K56,USDA APHIS REAC RMS,USDA APHIS REAC RMS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K57,USDA APHIS REAC AC,USDA APHIS REAC AC,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K58,USDA APHIS REAC RE,USDA APHIS REAC RE,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K60,USDA APHIS IES,USDA APHIS IES,RALEIGH,NC,27606,USA,ContractingOffice,
O123K61,USDA APHIS OPD DIRECTORS OFFICE,USDA APHIS OPD DIRECTORS OFFICE,RIVERDALE,MD,20737-1230,USA,ContractingOffice,
O123K62,USDA APHIS VSPSD,USDA APHIS VSPSD,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K63,USDA APHIS VS OS NAHP,USDA APHIS VS OS NAHP,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K64,USDA APHIS VS NAHP,USDA APHIS VS NAHP,RIVERDALE,MD,20737-1231,USA,ContractingOffice,
O123K65,USDA APHIS OPD SUPPORTS SDU,USDA APHIS OPD SUPPORTS SDU,RIVERDALE,MD,20737-1230,USA,ContractingOffice,
O123K66,USDA APHIS VS BES,USDA APHIS VS BES,RIVERDALE,MD,20737-1237,USA,ContractingOffice,
O123K67,USDA AMS LS AND SEED BRANCH,USDA AMS LS AND SEED BRANCH,BELTSVILLE,MD,20705,USA,ContractingOffice,
O123K68,USDA APHIS M AND B OTB,USDA APHIS M AND B OTB,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K70,USDA APHIS FSO CSS,USDA APHIS FSO CSS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K86,USDA APHIS M AND B DMB PDMS,USDA APHIS M AND B DMB PDMS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K87,USDA APHIS VS OS DO,USDA APHIS VS OS DO,RIVERDALE,MD,20737-1231,USA,ContractingOffice,
O123K88,USDA APHIS IS RMS,USDA APHIS IS RMS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K89,USDA APHIS IS OS,USDA APHIS IS OS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K91,USDA APHIS PPD PRAS,USDA APHIS PPD PRAS,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K92,USDA APHIS MRPBS ESD SHEWB,USDA APHIS MRPBS ESD SHEWB,RIVERDALE,MD,20737,USA,ContractingOffice,
O123K99,USDA APHIS OPD,USDA APHIS OPD,RIVERDALE,MD,20737-1230,USA,ContractingOffice,
O123LAJ,USDA APHIS MRPBS ESD FCSB,USDA APHIS MRPBS ESD FCSB,RIVERDALE,MD,20737,USA,ContractingOffice,
O123LAM,USDA APHIS PPQ OIC,USDA APHIS PPQ OIC,BELTSVILLE,MD,20705,USA,ContractingOffice,
O123LAN,USDA APHIS IS REGION III,USDA APHIS IS REGION III,RIVERDALE,MD,20737,USA,ContractingOffice,
O123LAP,USDA RURAL DEVELOPMENT,USDA RURAL DEVELOPMENT,WASHINGTON,DC,20250,USA,ContractingOffice,
O123LAQ,USDA APHIS LPA FOIA,USDA APHIS LPA FOIA,RIVERDALE,MD,20737,USA,ContractingOffice,
O123LAR,USDA APHIS LPA PA,USDA APHIS LPA PA,RIVERDALE,MD,20737,USA,ContractingOffice,
O123LAS,USDA APHIS MRP BS FMD,USDA APHIS MRP BS FMD,RIVERDALE,MD,20737,USA,ContractingOffice,
O123LAU,USDA APHIS PPQ BSS TSS,USDA APHIS PPQ BSS TSS,RIVERDALE,MD,20737-1237,USA,ContractingOffice,
O123LAV,USDA APHIS PPQ MD,USDA APHIS PPQ MD,RIVERDALE,MD,20737,USA,ContractingOffice,
O123LAW,USDA APHIS OA NBCI,USDA APHIS OA NBCI,RIVERDALE,MD,20737,USA,ContractingOffice,
O123M02,USDA APHIS PPQ,USDA APHIS PPQ,CHARLESTON,WV,25305,USA,ContractingOffice,
O123M08,USDA APHIS REAC RE,USDA APHIS REAC RE,MARTINSBURG,WV,25401,USA,ContractingOffice,
O123MU4,USDA AMS DAP,USDA AMS DAP,WASHINGTON,DC,20250,USA,ContractingOffice,
O123RBC,USDA_RURAL DEVELOPMENT,USDA_RURAL DEVELOPMENT,WASHINGTON,DC,20250,USA,ContractingOffice,
O123RHS,USDA_RURAL DEVELOPMENT,USDA_RURAL DEVELOPMENT,WASHINGTON,DC,20250,USA,ContractingOffice,
O123RUS,USDA_RURAL DEVELOPMENT,USDA_RURAL DEVELOPMENT,WASHINGTON,DC,20250,USA,ContractingOffice,
O12405B,USDA ARS SEA AAO ACQ_PER PROP,USDA ARS SEA AAO ACQ_PER PROP,STONEVILLE,MS,38776,USA,ContractingOffice,
O1240BD,USDA FS CSA NORTHWEST 2,USDA FS CSA NORTHWEST 2,PORTLAND,OR,972042829,USA,ContractingOffice,
O1240BE,USDA FS CSA NORTHWEST 3,USDA FS CSA NORTHWEST 3,PORTLAND,OR,972042829,USA,ContractingOffice,
O1240BF,USDA FS CSA NORTHWEST 4,USDA FS CSA NORTHWEST 4,PORTLAND,OR,972042829,USA,ContractingOffice,
O1240BG,USDA FS CSA NORTHWEST 5,USDA FS CSA NORTHWEST 5,PORTLAND,OR,972042829,USA,ContractingOffice,
O1240BH,USDA FS CSA NORTHWEST 6,USDA FS CSA NORTHWEST 6,PORTLAND,OR,972042829,USA,ContractingOffice,
O1240BJ,USDA FS CSA NORTHWEST 7,USDA FS CSA NORTHWEST 7,PORTLAND,OR,972042829,USA,ContractingOffice,
O1240BK,USDA FS CSA NORTHWEST 1,USDA FS CSA NORTHWEST 1,PORTLAND,OR,972042829,USA,ContractingOffice,
O1240LN,USDA FS CSA INTERMOUNTAIN 3,USDA FS CSA INTERMOUNTAIN 3,OGDEN,UT,844012310,USA,ContractingOffice,
O1240LP,USDA FS CSA INTERMOUNTAIN 4,USDA FS CSA INTERMOUNTAIN 4,OGDEN,UT,844012310,USA,ContractingOffice,
O1240LQ,USDA FS CSA INTERMOUNTAIN 5,USDA FS CSA INTERMOUNTAIN 5,OGDEN,UT,844012310,USA,ContractingOffice,
O1240LR,USDA FS CSA INTERMOUNTAIN 6,USDA FS CSA INTERMOUNTAIN 6,OGDEN,UT,844012310,USA,ContractingOffice,
O1240LS,USDA FS CSA INTERMOUNTAIN 7,USDA FS CSA INTERMOUNTAIN 7,OGDEN,UT,844012310,USA,ContractingOffice,
O1240LT,USDA FS CSA INTERMOUNTAIN 8,USDA FS CSA INTERMOUNTAIN 8,OGDEN,UT,844012310,USA,ContractingOffice,
O1240LU,USDA FS CSA INTERMOUNTAIN 9,USDA FS CSA INTERMOUNTAIN 9,OGDEN,UT,844012310,USA,ContractingOffice,
O124112,USDA APHIS PPQ,USDA APHIS PPQ,MOBILE,AL,36633,USA,ContractingOffice,
O124113,USDA APHIS VS,USDA APHIS VS,MONTGOMERY,AL,36107,USA,ContractingOffice,
O124122,FSA AL STATE OFFICE,FSA AL STATE OFFICE,MONTGOMERY,AL,36123,USA,ContractingOffice,
O124126,USDA AMS COTTON DIVISION,USDA AMS COTTON DIVISION,PELHAM,AL,35124,USA,ContractingOffice,
O124133,USDA AMS LS AND SEED DIVISION,USDA AMS LS AND SEED DIVISION,MONTGOMERY,AL,36191,USA,ContractingOffice,
O124141,USDA FOREST SERVICE,USDA FOREST SERVICE,BRENT,AL,35034-9593,USA,ContractingOffice,
O124146,NATIONAL FORESTS IN ALABAMA,NATIONAL FORESTS IN ALABAMA,MONTGOMERY,AL,36107,USA,ContractingOffice,
O1241BN,USDA APHIS PPQ,USDA APHIS PPQ,PRATTVILLE,AL,36066,USA,ContractingOffice,
O1241FW,USDA GIPSA,USDA GIPSA,MOBILE,AL,36652,USA,ContractingOffice,
O1241H9,USDA AMS POULTRY DIVISION,USDA AMS POULTRY DIVISION,CULLMAN,AL,35056,USA,ContractingOffice,
O1241Y7,USDA APHIS,USDA APHIS,CLANTON,AL,35045,USA,ContractingOffice,
O124211,USDA APHIS PPQ CC,USDA APHIS PPQ CC,MIAMI,FL,33173-3038,USA,ContractingOffice,
O124212,USDA APHIS PPQ,USDA APHIS PPQ,TAMPA,FL,33610,USA,ContractingOffice,
O124213,USDA APHIS PPQ,USDA APHIS PPQ,MIAMI,FL,33172,USA,ContractingOffice,
O124214,USDA APHIS PPQ,USDA APHIS PPQ,IMMOKALEE,FL,34142,USA,ContractingOffice,
O124215,USDA APHIS PPQ,USDA APHIS PPQ,PLANTATION,FL,33313,USA,ContractingOffice,
O124217,USDA APHIS PPQ,USDA APHIS PPQ,WEST PALM BEACH,FL,33411,USA,ContractingOffice,
O124219,USDA APHIS PPQ,USDA APHIS PPQ,JACKSONVILLE,FL,32207,USA,ContractingOffice,
O12421E,USDA RURAL DEVELOPMENT,USDA RURAL DEVELOPMENT,GAINESVILLE,FL,32606,USA,ContractingOffice,
O124220,USDA APHIS PPQ CHRP FTP,USDA APHIS PPQ CHRP FTP,FORT PIERCE,FL,34981,USA,ContractingOffice,
O124221,USDA APHIS PPQ,USDA APHIS PPQ,KEY WEST,FL,33040,USA,ContractingOffice,
O124222,USDA APHIS PPQ CITRUS CANKER,USDA APHIS PPQ CITRUS CANKER,ORLANDO,FL,32824,USA,ContractingOffice,
O124223,USDA APHIS PPQ,USDA APHIS PPQ,FT MYERS,FL,33912,USA,ContractingOffice,
O124224,USDA APHIS PPQ,USDA APHIS PPQ,FT MYERS,FL,33913,USA,ContractingOffice,
O124225,USDA ARS SEA SHR,USDA ARS SEA SHR,MIAMI,FL,33158,USA,ContractingOffice,
