acqsysID:ID,name,title,description,:LABEL
acqsys000438,CBI-AFMC: acqsys000438,CONTRACTING BUSINESS INTELLIGENCE,"Contracting Business Intelligence is used by the AFMC Major Weapon systemss (MWS) systems program offices, the labs (to include the Science and Technology (S&T)), AFMC logistics communities, and operational (base-level) contracting communities",PortfolioApplication
acqsys000409,CBIS: acqsys000409,CONTRACTING BUSINESS INTELLIGENCE SERVICE,Data warehouse providing business Intelligence capability,PortfolioApplication
acqsys003118,CBIS: acqsys003118,CONTRACTING BUSINESS INTELLIGENCE SERVICE,Contracting Business Intelligence Service (CBIS) provides for a data mart for Air Force (AF) contracting data (e,PortfolioApplication
acqsys011973,CBM+RE: acqsys011973,CONDITIONED BASED MAINTENANCE PLUS RESEARCH ENVIRONMENT,AFRL plans to field phase II of a CBM+ Research Environment (CBM+RE) to support the Air Force warfighter fleet,PortfolioApplication
acqsys001428,C-BOSS: acqsys001428,C-5 BACKORDER STATUS SOLUTION,Provide complete picture of the status of USAF and DLA managed items or backorders,PortfolioApplication
acqsys004598,CB-TIMS: acqsys004598,CONFIGURATION BASED TECHNICAL INFORMATION MANAGEMENT SYSTEM,PROVIDES spares INVENTORY FORECASTS FOR THE HEAVYWEIGHT and LIGHTWEIGHT TORPEDO PROGRAMS,PortfolioApplication
acqsys000384,CCARS LEGACY: acqsys000384,COMPREHENSIVE COST AND REQUIREMENTS SYSTEM - LEGACY,"CCaR is an enterprise acquisition management tool designed to support a number of key facets of the acquisition process, covering the full weapon systems life cycle",PortfolioApplication
acqsys007894,CCARS-CBCLIENT: acqsys007894,COMPREHENSIVE COST AND REQUIREMENTS SYSTEM (CB CLIENT) - DTRA,"Comprehensive Cost and Requirement systems CB CLIENT(CCaRS-CBCLIENT) is a fielded program/financial management tool to control requirements and budgets by supporting program budget planning and execution, forecasting, obligation and expenditure tracking",PortfolioApplication
acqsys009028,CCARS-E: acqsys009028,COMPREHENSIVE COST AND REQUIREMENTS SYSTEM (ENTERPRISE) - DTRA,The Comprehensive Cost and Requirement systems (CCaRS) is the legacy enterprise acquisition management tool designed to support the acquisition of systemss and other items,PortfolioApplication
acqsys008726,CCDR: acqsys008726,CENTRAL CONTRACT DATA REPOSITORY,Central Repository for contract data pertaining to reconstruction contracts in Iraq,PortfolioApplication
acqsys006044,CCNS: acqsys006044,CONTRACT COST NEGOTIATION SYSTEM,This Investment provides management of the contract pricing processes from contract pre-award through closeout,PortfolioApplication
acqsys016987,CCOT-P: acqsys016987,CONTINGENCY CONTRACTOR OPTIMIZATION TOOL PROTOTYPE,CCOT-P is a web-based prototype Total Force planning tool used to find the lowest cost total force mix that fulfills mission requirements while honoring business rules associated with using each component of the total force,PortfolioApplication
acqsys000410,CCR: acqsys000410,CENTRAL CONTRACTOR REGISTRATION,"CCR is a web-enabled, government wide application that collects, validates, stores, and disseminates business information about the Federal Government's trading partners",PortfolioApplication
acqsys006763,CCSFT: acqsys006763,CMO CUSTOMER SATISFACTION FEEDBACK TOOL,The Customer Satisfaction Survey and Feedback eTool gives DCMA customers the opportunity to provide a candid assessment on how well DCMA is doing in providing service to them in specific lines of service,PortfolioApplication
acqsys010125,CCTS: acqsys010125,CONTRACT OFFICE REPRESENTATIVE (COR) CONTRACT TRACKING SYSTEM,The CCTS systems provides a means for the SPAWAR systemss Center (SSC) Atlantic CORs to track a contract from inception to final closeout,PortfolioApplication
acqsys012245,CDAMIR: acqsys012245,CLASSIFIED DEFENSE ACQUISITION MANAGEMENT INFORMATION RETRIEVAL,Classified DAMIR provides enterprise visibility to classified acquisition program information,PortfolioApplication
acqsys002770,CDB: acqsys002770,COMMODITY DATABASE SYSTEM,"Library of database applications, tools, and scripts used to capture and track demand data for nonstandard vehicle/ weapon systemss prior to Milestone 3 decision as well as items that are not in Command Commodity Standard systemss yet",PortfolioApplication
acqsys016471,CDD: acqsys016471,CMA DESTRUCTION DATABASE,The CMA Destruction Database is the working repository that is used to track chemical weapons destruction statistics from all CMA destruction sources,PortfolioApplication
acqsys006721,CDM: acqsys006721,CASE DOCUMENT MANAGER,Case document manager (CDM) is a web application that enables the NIPO to manage the issues concerning export licenses and recommendations,PortfolioApplication
acqsys001388,CEMAS: acqsys001388,CIVIL ENGINEERING MATERIAL acquisition SYSTEM,The latest program enhancement has been the development of an interface between the Air Force's Civil Engineering Material Acquisition systems and the prime vendors' systemss,PortfolioApplication
acqsys001102,CENTERNET: acqsys001102,CENTERNET,This is the EAFB local website that provides current and organizational information to personnel that work at EAFB,PortfolioApplication
acqsys001837,CETI: acqsys001837,CONSOLIDATED ENGINEERING TEST INFORMATION,"The Consolidated Engineering Test Information provides the AFFTC Engineering community and associated CTFs, with application development & sustainment, documentation, and configuration and data management",PortfolioApplication
acqsys007156,CETS: acqsys007156,CLS ENGINEERING TRACKING SYSTEM,Contractor Logistics Support (CLS) Engineering Tracking systems (CETS) is a database management information tracking systems used to track Air Force technical orders (AFTO) form 22s and 252s,PortfolioApplication
acqsys001874,CFD/R2M: acqsys001874,CONTRACT FILE DIGITIZATION USING RELATIVITY RECORDS MANAGER,Contract File Digitization using Relativity Records Manager (CFD/R2M) is an Electronic Document and Records Management systems used for contract files,PortfolioApplication
acqsys002780,CFR: acqsys002780,CONTRACT FILE ROOM,The Contract File Room (CFR) is the result of the Department of Defense Paperless Contracting initiative and the need for a DoD 5015,PortfolioApplication
acqsys009274,CFSR: acqsys009274,CFSR AWARD FEE EVALUATION TOOL,"The CFSR Award Fee data base is a software application built to assess contractor mission performance against an extensive number of U-2 and Air Force Distributed Common Ground systems (AFDCGS) sensors, data links and ground segments operating in the field",PortfolioApplication
acqsys012811,CFT CPP: acqsys012811,CFT CONTROL PANEL PLUS,CFT automated database that will support the Contract Field Teams Program by tracking Contract Field Teams data for performance and contracting and funds actions,PortfolioApplication
acqsys008800,CGEIS_ACQ: acqsys008800,ACQUISITION DATA FOR CGEIS,Commanding General Executive Information systemss Acquisition Data for CGEIS (CGEIS_ACQ) product is an AMCOM internally developed systems that provides real-time processing capability for the government and contractor personnel end users to track and comment on delinquent contracts,PortfolioApplication
acqsys001153,CHAMBERS: acqsys001153,SPACE CHAMBER COMPUTER SYSTEM,Space chamber test cells computer systemss used to monitor and control a vacuum chamber environment and the simulation equipment integral to the space chamber,PortfolioApplication
acqsys008402,CIMS: acqsys008402,CONTRACT INFORMATION MGT SYSTEM,Contracts Work in Process tracking systems,PortfolioApplication
acqsys060020,CIMS: acqsys060020,Contract Information Management System (CIMS),"Finance and Procurement Desktop (FPD) FPD is the enterprise-wide system used by USCG, TSA, and DNDO to create and manage simplified procurement documents and to maintain accurate accounting records agency wide",PortfolioApplication
acqsys008877,CITS B35VLMS S1 SIPRNET: acqsys008877,CITS BLOCK 35 VULNERABILITY LIFECYCLE MANAGEMENT SYSTEM SPIRAL 1 SIPRNET,Not Identified,PortfolioApplication
acqsys008878,CITS NETCOP SPIRAL 7: acqsys008878,"CITS-NM/ND, NETWORK COMMON OPERATIONAL PICTURE (NETCOP) SPIRAL 7",Not Identified,PortfolioApplication
acqsys060052,CLM: acqsys060052,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060053,CLM: acqsys060053,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060054,CLM: acqsys060054,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060055,CLM: acqsys060055,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060056,CLM: acqsys060056,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060057,CLM: acqsys060057,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060058,CLM: acqsys060058,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060059,CLM: acqsys060059,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060060,CLM: acqsys060060,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060061,CLM: acqsys060061,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060062,CLM: acqsys060062,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys060063,CLM: acqsys060063,Oracle Contract Lifecycle Management (CLM),CLM provides an integrated solution with the financial system for acquisition activity,PortfolioApplication
acqsys015874,CLS: acqsys015874,CLAUSE LOGIC SERVICE,"Clause Logic Service (CLS) is an enterprise capability that provides procurement professionals and contract writing systemss (CWSs) with an authoritative, trusted rules driven engine for determining the appropriate FAR and DFARS clauses for both solicitations and contracts",PortfolioApplication
acqsys014786,CM/Net: acqsys014786,CDRLVUE/CMVUE,Enterprise wide web-based data management and tracking; formatting and packaging Contract Data Requirement Lists (CDRLs); Tracking and Management of CDRL Submittal Deliveries; Weapon systems Configuration identification; Change Control; Audits; Status Accounting; CPIN Management,PortfolioApplication
acqsys006904,CMAS: acqsys006904,CONTRACT MONITORING AUTOMATED SYSTEM,Contract Monitoring Automated systems (CMAS) provides monitoring/tracking of a contract through its life cycle,PortfolioApplication
acqsys002806,CMODTS: acqsys002806,COMPETITION MANAGEMENT OFFICE DOCUMENT TRACKING SYSTEM,"The Competition Management Office Document Tracking systems (CMODTS) provides the capability to automate the Competition Management Office (CMO) acquisition document review process, by storing the data in a secure central database and producing reports as needed",PortfolioApplication
acqsys015741,CMOS: acqsys015741,CONTRACT MANAGEMENT OVERSIGHT SYSTEM,"HQDA DCS G-3/5/7 Contract Oversight and Management Tool (CMOS) is a Web Based Database that captures comprehensive G-3/5/7 Support Service contract data including ad a minimum Man Hours, leadership approvals, labor categories, cost of labor categories, names of personnel working on the contract, cost data, year of requirement, out years requirement dates, funding information, notifications of potential renewal requirements, and COR names and numbers",PortfolioApplication
acqsys002808,CMOWS: acqsys002808,COMPETITION MANAGEMENT OFFICE WEBSITE,"Competition Management Office Website (CMOWS)supports industry by providing information regarding projected requirements/forecasts, Source Approval Request (SAR) qualification process for both Aviation and Missile commodities, and other pertinent information regarding how to do business with the government",PortfolioApplication
acqsys001189,CMPAS: acqsys001189,CONTRACT MANAGEMENT PROPERTY ADMINISTRATION SYSTEM,The Contract Property Administration Investment is a centralized systems for property accountability and management of government furnished property on both DCMA managed contracts,PortfolioApplication
acqsys001448,CMPG IS: acqsys001448,CRUISE MISSILE PRODUCT GROUP INFORMATION SYSTEM,systems Mission: Obtain information/data transform the data into a usable managerial product store the data and dispense the data products to authorized internal and external customers,PortfolioApplication
acqsys000741,CMS: acqsys000741,CONTRACT MANAGEMENT SYSTEM,"MANAGES A MAJOR, COMPLEX MULTI-MILLION DOLLAR LOGISTICS and TECHNICAL & ENGINEERING SERVICES CONTRACTS (LOGISTICS CONTRACT IS ACTIVE)",PortfolioApplication
acqsys006274,CMS: acqsys006274,CORPORATE MANAGEMENT SYSTEM,CMS is a collaborative Product Data Management (PDM) systems for centralized management of unclassified product data and systems related logistics documentation,PortfolioApplication
acqsys006275,CMTool: acqsys006275,CONFIGURATION MANAGEMENT TOOL,"Web-based configuration management application designed to track Engineering Change Proposals (ECP), view ECP process flowchart, correspond w/ team leaders, Configuration Manager & web app administrator, generate unofficial hand receipts for various calibration (cal) systemss, generate spreadsheets for various cal systemss, generate reference catalog for various calibration systemss, view & search equipment thru photo album, provide a central location for software patches & operational document distribution and request addition of photos",PortfolioApplication
acqsys001430,CMTS: acqsys001430,COMPOSITE MATERIAL TRACKING SYSTEM,CMTS tracks rolls of composite material,PortfolioApplication
acqsys006766,CMTV: acqsys006766,CONTRACT MANAGEMENT TEAM VIEW,"CMT View allows all functional users to view the members of CMO contract management teams, their roles and assigned CAGEs, DoDAACs",PortfolioApplication
acqsys008740,CNIPO: acqsys008740,CLASSIFIED NIPO WEB SERVERS,"This record was created to provide consistency between the systems Security Authorization Agreement (SSAA) title description, the Authority to Operate (ATO) letter description and the DITPR-DON database",PortfolioApplication
acqsys009625,COBRAWEB: acqsys009625,COBRAWEB,"COBRAWEB is a critical information sharing tool in the integrated flight testing of the A-10, F-15, and F-16 within the 40th Flight Test Squadron",PortfolioApplication
acqsys001431,COCKPIT: acqsys001431,DIGITAL COCKPIT,"Web solution providing view/guages of how well Center is performing in key areas (Lean implementation, A/C Delivery, etc",PortfolioApplication
acqsys000358,COINS: acqsys000358,COMMERCIAL OPERATIONS INTEGRATED SYSTEM,"COINS is the multi-user, web-based procurement information systems managed by United States Transportation Command (USTRANSCOM) and is used to facilitate the preparation, execution, and management of contractual documents for the purpose of purchasing commercial passenger and cargo airlift services",PortfolioApplication
acqsys002818,COMREF: acqsys002818,COMMITMENTS REFERENCE,Reports commitments data from SOMARDS,PortfolioApplication
acqsys009497,Concerto (AFTC): acqsys009497,CONCERTO (AFTC),The Concerto software provided by Realization Technologies Inc,PortfolioApplication
acqsys016734,CON-IT: acqsys016734,CONTRACTING INFORMATION TECHNOLOGY,"The Contracting Information Technology (CON-IT) program will address problems facing Air Force contracting with the acquisition of an integrated set of tools, services, and capabilities supporting the needs of contracting and other process stakeholders",PortfolioApplication
acqsys001105,CONMIS: acqsys001105,CONFIGURATION MANAGEMENT INFORMATION SYSTEM,Configuration control documents are tracked and electronically stored in CONMIS,PortfolioApplication
acqsys001896,CONTRAK: acqsys001896,"JDAT, JON, P620:JON, CONTRACTS, DOCUMENTS",Acquisition Management Services for support of Research and Development,PortfolioApplication
acqsys006277,CONVOLVER: acqsys006277,CONVOLVER,The Threat Signal Processor-in-the-Loop (T-SPIL) is an electro-optic / infrared (EO/IR) threat simulation tool that utilizes real-time computer-generated detailed scene images that are injected into real threat signal processing electronics,PortfolioApplication
acqsys000411,ConWrite (J104): acqsys000411,CONTRACT WRITING SYSTEM,ConWrite (J104) provides contract writing support to AFMC Major Weapon systems and AFRL Scientific & Technical (S&T) buying organizations,PortfolioApplication
acqsys013416,COPPERHEAD2: acqsys013416,COPPERHEAD 2,"COPPERHEAD is a combination of Sensor, Communication, and UAS",PortfolioApplication
acqsys000412,COPS: acqsys000412,CONTRACTUAL ONLINE PROCUREMENT SYSTEM,"The Contractual Online Procurement systems (COPS) is an on-line application used to manage, establish, change, or discontinue telecom products and service",PortfolioApplication
acqsys006623,COR-R: acqsys006623,CONTRACTING OFFICER'S REPRESENTATIVE REGISTRY,Provides a mechanism for tracking and reporting all of the potential CORs/COTRs availalble in the acquisition center,PortfolioApplication
acqsys014039,COS: acqsys014039,CONTRACT OPPORTUNITY SYSTEM,The PEO STRI COS (Contract Opportunity systems) is a web based application used to manage the PEO STRI Omnibus Contract II (STOC II) $17B multiple award contract,PortfolioApplication
acqsys011194,COT: acqsys011194,CONTRACTING OFFICER TEST,"Contracting Officer Test is a database of Federal Acquisition Regulation (FAR)-related questions that, through an algorithm, are randomly compiled to create tests for potential AFMC Contracting Officer candidates",PortfolioApplication
acqsys000413,CPARS: acqsys000413,CONTRACTOR PERFORMANCE ASSESSMENT REPORTING SYSTEM,"CPARS is a federal business systemss, not defense business systemss, and therefore, do not fall under the FY13 NDAA requirement for IT IRB annual funds certification",PortfolioApplication
acqsys001108,CPRS (J010R): acqsys001108,CONTRACT PROFIT REPORTING SYSTEMS,"CPRS provides decision support/calculation assistance and reporting functions for Air Force, Army, & Navy procurement actions to DOD, HQ USAF, HQ AFMC, HQ ARMY, HQ Navy, other MAJCOMs and government agencies",PortfolioApplication
acqsys016930,CS 10: acqsys016930,CONTENT SERVER 10,"Content Server provides an integrated set of technologies that bring information together within business context, improve process efficiency and maximize business impact through effective collaboration",PortfolioApplication
acqsys001101,CSCCB: acqsys001101,CENTER SYSTEMS CONFIGURATION CONTROL BOARD,"The OC-ALC/CV established the Center systemss Configuration Control Board (CSCCB) to provide configuration management (CM) support over OC-ALC IT/AIS assets, and the authority to review and make recommendations concerning proposed changes to the configuration baselines of these assets",PortfolioApplication
acqsys006729,CSP: acqsys006729,COUNTRY SUMMARY PAPERS,This website is a mechanism for all IPO personnel to have access to various versions of N52 Country Summary Papers (CSPs) during staffing and editing,PortfolioApplication
acqsys000829,CSS: acqsys000829,CONTRACT SUPPORT SYSTEM,"Client-Server application used by the contracting staff and budget analysts to enter procurement, funding, contractor and user information",PortfolioApplication
acqsys005972,CSS: acqsys005972,CUSTOMER SATISFACTION SURVEY,Customer Satisfaction Survey is a application that provides feedback via web-surveys,PortfolioApplication
acqsys009474,CSSS: acqsys009474,CONTRACT SOURCE SELECTION SYSTEM,This systems identifies all Preaward Survey requests from customer for suppliers in specific DCMA geographic areas,PortfolioApplication
acqsys060014,C-Suite: acqsys060014,ComprizonSuite,ComprizonSuite (C,PortfolioApplication
acqsys060015,C-Suite: acqsys060015,ComprizonSuite,ComprizonSuite (C,PortfolioApplication
acqsys060016,C-Suite: acqsys060016,ComprizonSuite,ComprizonSuite (C,PortfolioApplication
acqsys060017,C-Suite: acqsys060017,ComprizonSuite,ComprizonSuite (C,PortfolioApplication
acqsys060018,C-Suite: acqsys060018,ComprizonSuite,ComprizonSuite (C,PortfolioApplication
acqsys002860,CTC: acqsys002860,COST TO COMPLETE,Description: systems,PortfolioApplication
acqsys001104,CTOS: acqsys001104,C4I CERTIFICATION SERVER,Standard systems/tool to manage the AFMC C4I Certification process and evaluation methodology for ensuring the infrastructure is adequate to support new and modernized AIS programs and information technology (IT) modernization efforts to include the Certificate to Operate Process (CtO),PortfolioApplication
acqsys005971,CV: acqsys005971,CONTRACT VIEW,Contract View is an application that allows authorized users to query and view the details of Contracts and related entities,PortfolioApplication
acqsys016756,CWAS: acqsys016756,CONTRACT WRITING AND ADMINISTRATION SYSTEM,The Contract Writing and Administration Services (CWAS) investment contains both a Contract Writing systems (CWS) and Contract Administration Services (CAS) capabilities,PortfolioApplication
acqsys005975,DAB: acqsys005975,DEFENSE ACQUISITION BOARD CALENDAR,"Meeting scheduler for senior DoD level forum for coordination on critical decisions concerning MDAP, MAIS, CAIG and special interest programs",PortfolioApplication
acqsys015973,DAB: acqsys015973,DEFENSE ACQUISITION BOARD SCHEDULE,A web-based application that tracks the calendar assignments for the Defense Acquisition Board,PortfolioApplication
acqsys006688,DACM MIS: acqsys006688,DIRECTOR OF ACQUISITION CAREER MANAGEMENT INFORMATION SYSTEM,"Consolidates, integrates, and maintains information about DON's civilian and military acquisition workforce of approximately 60,000 members",PortfolioApplication
acqsys001429,DAILY MICAP: acqsys001429,DAILY MICAP,Automate the pulling of data from WSMIS and placing it into an excel spreadsheet,PortfolioApplication
acqsys001683,DAMIR: acqsys001683,DEFENSE ACQUISITION MANAGEMENT INFORMATION RETRIEVAL,DAMIR provides enterprise visibility to Acquisition program information,PortfolioApplication
acqsys009328,DARMIS: acqsys009328,DEFENSE ACQUISITION REGULATIONS MANAGEMENT INFORMATION SYSTEM,Defense Acquisition Regulation Management Information systems (DARMIS) is web-based application that takes advantage of the services and technologies supported by the current AT&L network environment,PortfolioApplication
acqsys016582,DAT: acqsys016582,DEFENSE ACQUISITION TRACKING,The Defense Acquisition Executive Action Tracker provides a way for AT&L/ARA Action Officers to track the status and execution of action items detailed in Acquisition Decision Memoranda (ADMs) and Defense Acquisition Executive Summary (DAES) memoranda,PortfolioApplication
acqsys015079,DAVE: acqsys015079,DEFENSE ACQUISITION VISIBILITY ENVIRONMENT,"The Defense Acquisition Visibility Environment (DAVE) provides timely access to accurate, authoritative, and reliable Acquisition data to effectively and efficiently oversee and understand Department of Defense Acquisition",PortfolioApplication
acqsys025946,DAVE: acqsys025946,DEFENSE ACQUISITION VISIBILITY ENVIRONMENT,"The Defense Acquisition Visibility Environment (DAVE) provides timely access to accurate, authoritative, and reliable Acquisition data to effectively and efficiently oversee and understand Department of Defense Acquisition",PortfolioApplication
acqsys005978,DBS: acqsys005978,DIRECT BUDGET SYSTEM,DBS is a tool used to provide the AT&L staff the means to effectively manage resources,PortfolioApplication
acqsys001644,DBSE: acqsys001644,DEFENSE BUSINESS SOURCING ENVIRONMENT,"The DBSE initiative provides enterprise Sourcing capabilities, providing flexible, responsive support to the Warfighter while providing DOD with robust capabilities to manage information and fulfill our acquisition mission",PortfolioApplication
acqsys001645,DBSE: acqsys001645,DEFENSE BUSINESS SOURCING ENVIRONMENT,"The DBSE initiative provides enterprise Sourcing capabilities, providing flexible, responsive support to the Warfighter while providing DOD with robust capabilities to manage information and fulfill our acquisition mission",PortfolioApplication
acqsys016561,DCMA-WAWF: acqsys016561,WIDE AREA WORKFLOW,"Enterprise solution for electronic submission, acceptance and processing of invoices and receiving reports, and matching of invoices with contracts to authorize payment",PortfolioApplication
acqsys005999,DCOP: acqsys005999,DITCO CONTRACTING OPPORTUNITIES PAGES (DCOP),DITCO procures telecommunications and information technology services,PortfolioApplication
acqsys002903,DD350: acqsys002903,AMCOM DD350 STANDARDIZATION,APPLICATION BENEFITS: AMCOM DD350 Standardization (DD350) consolidates all unique DD350 development efforts into one single product providing the capability to track view and update a copy of the DD350 actions that are generated from AMC's Procurement Data and Documents systems (PADDS) and sent to the Department of the Army (DA),PortfolioApplication
acqsys002904,DD350 WEB: acqsys002904,DD 350 WEB,To provide management with a tool to obtain statistics to develop workload trends and obligation information over a period of FY's as stated,PortfolioApplication
acqsys006718,DEAMS: acqsys006718,DATA EXCHANGE AGREEMENT MANAGEMENT SYSTEM,"DEAMS is a unique systems that enables NIPO personnel to access and administratively manage (generate, track, modify) Data Exchange Agreements necessary for the accomplishment of the organization's mission",PortfolioApplication
acqsys011737,DEMILOPS: acqsys011737,DEMILITARIZATION OPERATIONS,Demilitarization Operations (Demil Ops) is an overarching umbrella Web-site that contains the Stockpile Tracking and Agent Characterization systems (STACS) and Trial Burn Emissions Database systems (TBEDS) access icons,PortfolioApplication
acqsys002087,DESPAIR: acqsys002087,"DIRECTORATE EQUIPMENT, SOFTWARE, PERIPHERAL, AND ACCOUNT INVENTORY REPOSITORY","DESPAIR: Directorate Equipment, Software, Peripheral, and Account Inventory Repository tracks computer equipment and software for the Materials and Manufacturing Directorate",PortfolioApplication
acqsys001109,DEVS WEB USER REQUEST: acqsys001109,CUSTOMER SERVICE REQUEST APPLICATION,Provides web-based forms to automate and standardize customer service requests for both directorates,PortfolioApplication
acqsys016095,DFAS MOCAS: acqsys016095,DFAS MOCAS,To establish parent-child relationship between DFAS and DCMA MOCAS record per 2012 NDAA requirements,PortfolioApplication
acqsys016096,DFAS SPS: acqsys016096,DFAS SPS,To establish parent-child relationship with DLA's SPS (per 2012 NDAA requirements),PortfolioApplication
acqsys016575,DFAS-WAWF: acqsys016575,DFAS - WIDE AREA WORKFLOW,"Enterprise solution for electronic submission, acceptance and processing of invoices and receiving reports, and matching of invoices with contracts to authorize payment",PortfolioApplication
acqsys001111,DIADS: acqsys001111,DIGITAL INTEGRATED AIR DEFENSE SYSTEM,"DIADS is a RDT&E Standalone Enclave providing a mission-level Electronic Warfare model that is used to test (operationally and developmentally) penetrating aircraft under development, and also provides realistic training environment for tactics development",PortfolioApplication
acqsys006302,DIAS (ATGM SIMULATOR): acqsys006302,DISTRIBUTED INTERACTIVE ANTI-TANK SIMULATOR,The DIAS is an operator-in-the-loop simulation that integrates an actual Anti-Tank Guided Missile (ATGM) threat systems (AT-13) into a simulated battlefield utilizing the Distributed Interactive Simulation (DIS) and High Level Architecture (HLA) standards,PortfolioApplication
acqsys001110,DIDS: acqsys001110,DATA ITEM DESCRIPTIONS ADVISOR,An expert application used by AFRL data managers to generate contract-ready DD Form 1423s,PortfolioApplication
acqsys002907,DIMENSIONS: acqsys002907,DIMENSIONS,ARNG Enterprise Configuration management application,PortfolioApplication
acqsys006717,DISCLOSURE PORTAL: acqsys006717,DISCLOSURE PORTAL,The Disclosure Portal is a single access control web based database for all Navy IPO SIPRNET disclosure information,PortfolioApplication
acqsys001942,DM: acqsys001942,DOCS OPEN DM,Provides document management infrastructure for the Air-to-Air Wing at Eglin AFB,PortfolioApplication
acqsys011330,DM/RA: acqsys011330,DATA MINING/ RISK ASSESSMENT,The OSD Purchase Card Policy Office in Defense Procurement was directed by Management Information Directive 904 to ensure development of capabilities for policy and internal control compliance issues identified by the GAO and the DoDIG,PortfolioApplication
acqsys009144,DMS: acqsys009144,DATA MANAGEMENT SUITE,The Data Management Suite (DMS) provides the customer with a straight-forward and easy to use tool for maintaining data,PortfolioApplication
acqsys006716,DND2: acqsys006716,DON DISCLOSURE DATABASE,DON Disclosure Database (DND2) is an online repository of disclosure information for the U,PortfolioApplication
acqsys014249,DO: acqsys014249,DESERT OWL,"systems includes airborne radar Platform IT (currently housed on the C-12 King Air) and standalone unclassified groundbased systemss interconnect via dedicated, unencrypted datalink that utilizes a proprietary data encoding format",PortfolioApplication
acqsys002918,DOORS: acqsys002918,"TELELOGICS DOORSA?,",DOORS for parsing to discrete requirements and tracing the fulfilment of those requirements in derived documents developed by contractors,PortfolioApplication
acqsys025926,DPAD: acqsys025926,DTRA'S PROGRAMS AND ACTIVITIES DATABASE ,null,PortfolioApplication
acqsys000489,DPS: acqsys000489,DEFENSE PERSONAL PROPERTY SYSTEM,"The DPS is a centralized, web-based systems that provides real-time personal property shipment information and automates daily operations such as shipment processing, report generation, and costing",PortfolioApplication
acqsys005543,DPSS: acqsys005543,DIGITAL PRECISION STRIKE SUITE,Mensurated Points,PortfolioApplication
acqsys001449,DRAIR: acqsys001449,DEFICIENCY REPORT ANALYSIS INFORMATION REPORT,"The DRAIR systems is used to support weapon systems mangers, contains parts requirements forecasting data such as R&M, Supply, Mission Capable Hours, Cost, and Utilization data",PortfolioApplication
acqsys023457,DRDN: acqsys023457,DMEA RESEARCH AND DEVELOPMENT NETWORK,"DMEA was established and continuously evolved by the Office of the Secretary of Defense (OSD) to jointly act as the DOD Center for microelectronics technology, acquisition, transformation, and support",PortfolioApplication
acqsys006299,DRM 1: acqsys006299,DIGITAL RADAR MODEL,DRM1 is a high fidelity simulator with Operator-in-the-Loop capability,PortfolioApplication
acqsys006298,DRM 2: acqsys006298,DIGITAL RADAR MODEL,The DRM2 is a high fidelity simulator with Operator-in-the-Loop capability,PortfolioApplication
acqsys016243,DSCEP: acqsys016243,DEFENSE SECURITY COOPERATION ENTERPRISE PORTAL,"Defense Security Cooperation Enterprise Portal (DSCEP) is a web-based tool that provides a central repository of financial, budget, personnel, and training information available to managers and budget analysts of ForeignMilitary Sales (FMS) worldwide",PortfolioApplication
acqsys023456,DSCS: acqsys023456,DMEA SIPRNET COMPUTING SYSTEM,"The DMEA mission is to leverage the capabilities and payoffs of advanced technology to solve operational problems in existing weapon systemss, increase operational capabilities, reduce operation and support (O&S) costs, and reduce the effects of Diminishing Manufacturing Sources (DMS)",PortfolioApplication
acqsys017832,DSF: acqsys017832,DISA STOREFRONT,DISA Storefront is a suite of web-based applications that allows customers to request telecommunications services from DISA,PortfolioApplication
acqsys028617,DSO: acqsys028617,DEVSECOPS,Deliver performance at the speed of relevance,PortfolioApplication
acqsys007184,DSS: acqsys007184,DECISION SUPPORT SYSTEM,This effort is not a new start,PortfolioApplication
acqsys023496,DSTKOL: acqsys023496,DEFENSE SYSTEMS TECHNOLOGIES KNOWLEDGE ON-LINE,DSTKOL is a protected file sharing and workflow management systems for collaboration between inter-government agencies supporting the research and development of advanced conventional munition technologies,PortfolioApplication
acqsys005461,DTC: acqsys005461,DEVELOPMENT TEST CELL,DEVELOPMENT ENVIRONMENT FOR INTEGRATING EXISTING systemsS INTO AN HLA NETWORK,PortfolioApplication
