nepskeyID:ID,name,title,:LABEL
neps1081,NEPS-1081,eSign does not generate for SBCR DD2579 Form ,NEPSKey;Workaround
neps1082,NEPS-1082,Awards sent from ePS passing PDS Validation but failing to post in EDA ,NEPSKey;Observation;Workaround
neps1106,NEPS-1106,PDS 2.6 PRDS_PDS Support CAGE_DUNS Organization ID Mappings for Address Types other than Contractor ,NEPSKey;Workaround
neps1134,NEPS-1134,FPDS-NG not authorized to login via web portal error ,NEPSKey
neps1135,NEPS-1135,CROSSOVER custom field to PDS Export ,NEPSKey;Workaround
neps1151,NEPS-1151,Approval history does not update ,NEPSKey
neps1152,NEPS-1152,Error When Attempting to Launch Pentaho in AWS IT using SSO ,NEPSKey
neps1153,NEPS-1153,Conformed Copy PDF Printing Not Working ,NEPSKey;Working_As_Designed
neps1154,NEPS-1154,Attachment driven Task Milestone associated to CCF through Workload Assignment tasks do not update to complete ,NEPSKey;Workaround
neps1157,NEPS-1157,Performance Test SRS 5.1.2 ,NEPSKey;Workaround
neps1158,NEPS-1158,Server Error AS0087E Error at file momxml line 1 column 829 Message Expected whitespace ,NEPSKey;Workaround
neps1159,NEPS-1159,Could not view contract file ,NEPSKey;Observation
neps1160,NEPS-1160,SAM external validation message for SBA Certified 8a Program Participant Vendors ,NEPSKey;Workaround
neps1161,NEPS-1161,Loss of Internet connectivity ,NEPSKey;Observation;Workaround
neps1162,NEPS-1162,External PRDS Validation Error. Error codes LF12 and GN06 ,NEPSKey;Observation
neps1163,NEPS-1163,CDRL A002 Create Contract File Start and End Dates for various CCF elements ,NEPSKey;Observation
neps1164,NEPS-1164,External PRDS Validation Error ,NEPSKey;Observation
neps1165,NEPS-1165,Attachments added to transaction remains In Progress status ,NEPSKey;Observation
neps1166,NEPS-1166,Reivew Supply Service field for CLINs on PDF print out ,NEPSKey;Observation
neps1167,NEPS-1167,Could not view PRM from Manage Workload Task ,NEPSKey;Duplicate;Observation
neps1168,NEPS-1168,Unable to Verify Terms and Conditions on Solicitation ,NEPSKey;Observation
neps1169,NEPS-1169,HS2 Validation Error for non FFP lines ,NEPSKey
neps1170,NEPS-1170,Funding PR Approval Task form still in process by Integration User ,NEPSKey;Workaround
neps1172,NEPS-1172,FPDS-NG Incorrect serviceOriginatorID sets FPDS NGCAR Log Status ,NEPSKey;Enhancement;Workaround
neps1173,NEPS-1173,Setting up archiving of webMethods DB ,NEPSKey
neps1174,NEPS-1174,Print Preview and Creating Solicitation Notice repeatedly being hung up ,NEPSKey
neps1175,NEPS-1175,W003 Document Approval Reviewed to send to KO and sent it back ,NEPSKey;Duplicate;Observation
neps1176,NEPS-1176,Milestone status not automatically updating ,NEPSKey;Observation;Workaround
neps1177,NEPS-1177,FPDS-NG Errors resolving NAICS code. ,NEPSKey;Observation
neps1178,NEPS-1178,PDS 2.6 validation errors were received due to missing clauses ,NEPSKey;Observation
neps1179,NEPS-1179,Pending PR approval task encountered form still in process ,NEPSKey;Observation;Workaround
neps1180,NEPS-1180,Solicitation remains stuck in pending approval status after approval was applied by Contracting Officer user ,NEPSKey;Observation;Workaround
neps1181,NEPS-1181,Solicitation remains stuck in pending approval status after approval was applied by Contracting Officer user ,NEPSKey;Observation;Workaround
neps1182,NEPS-1182,Funding at CLIN level for line with Informational Sublines ,NEPSKey;Observation;Workaround
neps1183,NEPS-1183,Issue viewing Award Requisition from Workload Notebook task ,NEPSKey;Workaround
neps1184,NEPS-1184,System Error when funding at CLIN level ,NEPSKey;Workaround
neps1185,NEPS-1185,SOAP UI Error Encountered when Approving Pega SBCR Forms if Review_Approve Task Acquired by Reviewer ,NEPSKey;Workaround
neps1186,NEPS-1186,PSC Code not being populated at Line Level in Momentum when Ingested ,NEPSKey;Workaround
neps1187,NEPS-1187,Transmit Purchase Order Modification to FPDS NGAS0068E Error ,NEPSKey
neps1188,NEPS-1188,AWS VMs use UTC time zone affecting other processes ,NEPSKey;Workaround
neps1189,NEPS-1189,Line Extended Description Field regarding purpose of transaction could cause major problems ,NEPSKey;Duplicate;Observation
neps1190,NEPS-1190,DMS and external ERP attachments ,NEPSKey;Observation
neps1191,NEPS-1191,DMS and external ERP attachments ,NEPSKey;Observation;Workaround
neps1192,NEPS-1192,test script needs to be updated. ,NEPSKey;Observation
neps1193,NEPS-1193,E signature Page 16 wasn't loading could not generate PDF of IDV document after processing. ,NEPSKey;Observation
neps1194,NEPS-1194,Vendor does not have PSC assiged causing an error in ePS at Award ,NEPSKey;Observation
neps1195,NEPS-1195,Received Server Error During PRDS External Validation when Vendor Populated ,NEPSKey;Workaround
neps1196,NEPS-1196,CDRL B005 View System Updated Integrated System generated Milestones Tasks were not auto completing ,NEPSKey
neps1197,NEPS-1197,Do not use this code for contracts or agreements with provisions for orders or calls ,NEPSKey;Observation
neps1198,NEPS-1198,FPDS-NG CAR did not finalize ,NEPSKey;Observation
neps1199,NEPS-1199,Rendered. pdf file did not generate in IE Chrome NEPS 957 ,NEPSKey;Observation
neps1200,NEPS-1200,DD2579 attachment types did not automatically update status of associated milestones when added to contract file ,NEPSKey;Observation;Workaround
neps1201,NEPS-1201,Solicitation form was not able to be downloaded ,NEPSKey;Observation;Workaround
neps1202,NEPS-1202,Line Extended Description Field regarding purpose of transaction could cause major problems ,NEPSKey;Observation
neps1203,NEPS-1203,Small Business Administration Procurement Center Representative SBA PCR ,NEPSKey;Working_As_Designed
neps1204,NEPS-1204,Small Business Administration Procurement Center Representative SBA PCR ,NEPSKey;Observation
neps1205,NEPS-1205,Line Extended Description Field regarding purpose of transaction could cause major problems ,NEPSKey;Observation
neps1206,NEPS-1206,Line Extended Description Field regarding purpose of transaction could cause major problems ,NEPSKey;Observation
neps1207,NEPS-1207,Calendar Date Maintenance table not pre loaded ,NEPSKey;Observation
neps1208,NEPS-1208,Reentering Office Address Information ,NEPSKey;Workaround
neps1209,NEPS-1209,Not clear how Combined Synopsis Solicitation satisfies regulatory and Navy ePS audit and functional requirement ,NEPSKey;Observation
neps1210,NEPS-1210,Need to load FY22 calendar dates into ePS environments ,NEPSKey;Workaround
neps1211,NEPS-1211,HS3 Failure due to code 2031 that message too large for queue. ,NEPSKey
neps1212,NEPS-1212,New users unable to view previously submitted ERP PRs ,NEPSKey;Observation;Workaround
neps1213,NEPS-1213,Solicitation Amendment issues with printing additional items in Summary of Changes ,NEPSKey;Workaround
neps1214,NEPS-1214,Manage Principals ,NEPSKey;Enhancement;Observation
neps1215,NEPS-1215,System driven milestones for draft SOW and CDRL attachment not being updated to complete status ,NEPSKey;Observation;Workaround
neps1216,NEPS-1216,Error occurred when attaching CDRL to Solicitation ,NEPSKey;Observation
neps1217,NEPS-1217,enforce minimum data elements not ,NEPSKey;Observation;Working_As_Designed
neps1218,NEPS-1218,No discrete closeout action ,NEPSKey;Observation
neps1219,NEPS-1219,Method of Solicitation field was not sent with XSO ,NEPSKey;Observation
neps1220,NEPS-1220,External System validations for PDS Validations and SAM Web Service Validation ,NEPSKey;Observation;Workaround
neps1221,NEPS-1221,PDS 2.6 PDS_FC_QA external validation response not received from Navy ERP due to closed PR or invalid vendor payment ,NEPSKey
neps1222,NEPS-1222,Jackrabbit Error in AWS IT ,NEPSKey;Workaround
neps1223,NEPS-1223,SOL Review Form Tasks are not being sent to reviewers inboxes ,NEPSKey;Workaround
neps1224,NEPS-1224,PDS 2.6 ESV status remains in In Progress status ,NEPSKey;Workaround
neps1225,NEPS-1225,Unexercised option Fee amounts not reflected in Total Contract Value of Award Announcement ,NEPSKey;Observation;Working_As_Designed
neps1226,NEPS-1226,Did not receive Pre Award Funds Check Validation from N ERP. NEPS 1221 open to track ,NEPSKey;Observation
neps1227,NEPS-1227,AUDIT _002.27 through AUDIT002.42 ,NEPSKey;Workaround
neps1228,NEPS-1228,AUDIT _002.69 ,NEPSKey;Working_As_Designed
neps1229,NEPS-1229,AUDIT _002.70 ,NEPSKey;Working_As_Designed
neps1230,NEPS-1230,AUDIT _002.10 ,NEPSKey;Working_As_Designed
neps1231,NEPS-1231,AUDIT _002.16 ,NEPSKey;Working_As_Designed
neps1232,NEPS-1232,AUDIT _002 ,NEPSKey;Observation
neps1233,NEPS-1233,AUDIT _002.11 ,NEPSKey;Observation
neps1234,NEPS-1234,Credentials didn't exist for updated DODAAC ,NEPSKey;Observation;Workaround
neps1235,NEPS-1235,Review Workflow task were not generated and assigned to reviewers ,NEPSKey;Observation;Workaround
neps1236,NEPS-1236,Milestone status not saving automatically within Contract File ,NEPSKey
neps1237,NEPS-1237,Transactions stuck in process status due to Milestones ,NEPSKey;Workaround
neps1238,NEPS-1238,SSO not available ,NEPSKey;Observation;Workaround
neps1239,NEPS-1239,HS2 response not received for Award citing migrated PR ,NEPSKey;Workaround
neps1240,NEPS-1240,Set User Idle Time to 15 Minutes ,NEPSKey
neps1241,NEPS-1241,Summary of Changes always includes Clauses loaded in via PDS Import as Procurement Specific ,NEPSKey;Workaround
neps1242,NEPS-1242,Receiving Stack Trace Errors when printing MODs to XAW migrated awards ,NEPSKey;Workaround
neps1243,NEPS-1243,Summary of Changes always includes Accounting Dimensions in list of changed values for Entity Suppressed Funds ,NEPSKey;Workaround
neps1244,NEPS-1244,PDS 2.6 and PDS Funds Check Vallidation remain In Progress status ,NEPSKey;Duplicate;Observation;Workaround
neps1245,NEPS-1245,Problems with reviewing task ,NEPSKey;Observation;Workaround
neps1246,NEPS-1246,PDS 2.6 External validation clauses related solicitation migration ,NEPSKey;Enhancement;Observation;Workaround
neps1247,NEPS-1247,AUDIT _003.01: AU 2.1 CCI 123 ,NEPSKey;Observation
neps1248,NEPS-1248,AUDIT _003.01: AU 2.1 CCI 123 ,NEPSKey;Observation
neps1249,NEPS-1249,AUDIT _003.01: AU 3 ,NEPSKey;Observation
neps1250,NEPS-1250,AUDIT _005 SI 10 ,NEPSKey
neps1251,NEPS-1251,AUDIT _005 SI 10.2 ,NEPSKey;Workaround
neps1252,NEPS-1252,AUDIT _003.08 AC 11.1 ,NEPSKey
neps1253,NEPS-1253,AUDIT _003.08 AC 11.2 ,NEPSKey;Workaround;Working_As_Designed
neps1254,NEPS-1254,AUDIT _003.08 AC 111.1 ,NEPSKey
neps1255,NEPS-1255,AUDIT _003.09 AC 12.2 ,NEPSKey;Observation
neps1256,NEPS-1256,AUDIT _003.09 AC 12.2 ,NEPSKey;Observation
neps1257,NEPS-1257,Missing Automatic Notifications ,NEPSKey
neps1258,NEPS-1258,AUDIT _003.10 ,NEPSKey
neps1259,NEPS-1259,AUDIT _003.11 ,NEPSKey;Observation
neps1260,NEPS-1260,AUDIT _003.11 ,NEPSKey;Observation
neps1261,NEPS-1261,AUDIT _003.12 ,NEPSKey;Observation
neps1262,NEPS-1262,AUDIT _003.13 ,NEPSKey;Observation
neps1263,NEPS-1263,SRS 5.2.4.3 ,NEPSKey;Observation;Workaround
neps1264,NEPS-1264,PDS 2.6 Export Server Error ,NEPSKey;Working_As_Designed
neps1265,NEPS-1265,PDS 2.6 PDS_FC_QA error in AWS IT ,NEPSKey;Workaround
neps1277,NEPS-1277,SSO link displays username and password fields to log into Navy ePS ,NEPSKey;Workaround
neps1278,NEPS-1278,PDS 2.6 Export Modification BusinessClassificationChangeText element not produced ,NEPSKey;Workaround
neps1279,NEPS-1279,Migrated documents Claimant Program Code was not populated ,NEPSKey;Observation;Workaround;Working_As_Designed
neps1280,NEPS-1280,DD 1594 incomplete and system shows as complete ,NEPSKey;Observation
neps1281,NEPS-1281,HS2 validation error occurred due to interface ,NEPSKey;Workaround
neps1282,NEPS-1282,PDS 2.6 Import Mapping Logic for Claimant Program Code ,NEPSKey;Enhancement;Workaround
neps1294,NEPS-1294,FPDS-NG CAR did not finalize ,NEPSKey;Workaround
neps1295,NEPS-1295,demonstrate closeout went to EDA ,NEPSKey;Observation
neps1296,NEPS-1296,Test case not executed known defect NEPST 3576 with concurrent sessions Security Control AC 10 ,NEPSKey;Observation
neps1297,NEPS-1297,outdated user role. ,NEPSKey
neps1298,NEPS-1298,System does not enforce inclusion of minimum data elements on 1594 ,NEPSKey;Observation
neps1299,NEPS-1299,PDS PRDS Validation error ,NEPSKey;Observation
neps1300,NEPS-1300,FPDS-NG CAR did not finalize ,NEPSKey;Observation
neps1301,NEPS-1301,FPDS-NG CAR did not finalize ,NEPSKey;Observation
neps1302,NEPS-1302,FPDS-NG CAR did not finalize ,NEPSKey;Observation;Working_As_Designed
neps1303,NEPS-1303,HS2 Validation error occurred due to interface not finding match PO Line Item ,NEPSKey;Observation;Workaround
neps1304,NEPS-1304,Migrated documents Claimant Program Code was not populated ,NEPSKey;Observation;Workaround
neps1305,NEPS-1305,Conformed copy of Processed Award contained draft watermark ,NEPSKey;Observation;Workaround
neps1306,NEPS-1306,Migrated documents Claimant Program Code was not populated ,NEPSKey;Observation;Workaround
neps1307,NEPS-1307,Half of line items did not collectively change to Terminated when processed ,NEPSKey;Workaround
neps1308,NEPS-1308,Ad Hoc Routing Review Form Task did not automatically route ,NEPSKey;Duplicate;Observation;Workaround
neps1309,NEPS-1309,KO role not having proper authority to award document. ,NEPSKey;Observation
neps1310,NEPS-1310,Migrated award has Product Service Code PSC populated for informational lines which conflicts with relationship edit ,NEPSKey;Observation
neps1311,NEPS-1311,demonstrate closeout went to EDA ,NEPSKey;Observation
neps1312,NEPS-1312,Test case not executed known defect NEPST 3576 with concurrent sessions Security Control AC 10 ,NEPSKey;Observation
neps1313,NEPS-1313,outdated user role. ,NEPSKey
neps1314,NEPS-1314,System does not enforce inclusion of minimum data elements on 1594 ,NEPSKey;Observation
neps1315,NEPS-1315,PDS PRDS Validation error ,NEPSKey;Observation
neps1316,NEPS-1316,FPDS-NG CAR did not finalize ,NEPSKey;Observation
neps1317,NEPS-1317,FPDS-NG CAR did not finalize ,NEPSKey;Observation
neps1318,NEPS-1318,FPDS-NG CAR did not finalize ,NEPSKey;Observation;Workaround
neps1319,NEPS-1319,HS2 Validation error occurred due to interface not finding match PO Line Item ,NEPSKey;Observation;Workaround
neps1320,NEPS-1320,FPDS-NG Draft CAR not added to log ,NEPSKey;Observation;Workaround
neps1321,NEPS-1321,Conformed copy of Processed Award contained draft watermark ,NEPSKey;Observation
neps1322,NEPS-1322,FPDS-NG Draft CAR not added to log ,NEPSKey;Observation;Workaround
neps1323,NEPS-1323,Half of line items did not collectively change to Terminated when processed ,NEPSKey;Duplicate;Observation;Workaround
neps1324,NEPS-1324,Hoc Routing Action did not automatically route ,NEPSKey;Duplicate;Observation
neps1325,NEPS-1325,KO role not having proper authority to award document. ,NEPSKey;Duplicate;Observation
neps1326,NEPS-1326,Migrated award has Product Service Code PSC populated for informational lines which conflicts with relationship edit ,NEPSKey;Observation
neps1327,NEPS-1327,PDS 2.6 Validations PSC code being expired ,NEPSKey;Observation
neps1328,NEPS-1328,Vendor information not matching ,NEPSKey;Observation
neps1329,NEPS-1329,PDS PRDS NERP Validation PO does not have an outstanding amount in NERP ,NEPSKey;Observation
neps1330,NEPS-1330,PDS 2.6 PDS_V_QA error on Migrated Award Modification ,NEPSKey
neps1332,NEPS-1332,FPDS-NG P Modification number already assigned ,NEPSKey
neps1333,NEPS-1333,Conformed Copy Print Out still includes Draft Watermark ,NEPSKey;Workaround
neps1334,NEPS-1334,Add Original CIN to Supplemental Text Printed in Continuation Pages ,NEPSKey;Workaround
neps1335,NEPS-1335,Existing Award modified by reducing two CLINs with same funding ,NEPSKey;Workaround
neps1336,NEPS-1336,CAE 18 requirement cannot be demonstrated ,NEPSKey;Workaround
neps1337,NEPS-1337,AUDIT _002.02 Original KO in SBCR ,NEPSKey;Observation
neps1338,NEPS-1338,CDRL C002 updated security classification marking guidance ,NEPSKey;Workaround
neps1339,NEPS-1339,FPDS-NG CAR did not finalize ,NEPSKey;Observation
neps1340,NEPS-1340,Workaround Production environment will be configured with additional resources ,NEPSKey;Workaround
neps1341,NEPS-1341,SRS 5.1.3 Test Case 3 4 6 and 8 ,NEPSKey
neps1342,NEPS-1342,SRS 5.2.1 Test Case 4 ,NEPSKey;Observation
neps1343,NEPS-1343,Blocked Tests HEAT Ticket #100291574 ,NEPSKey;Observation
neps1344,NEPS-1344,INTINSTALL003 ESE 13 ,NEPSKey;Observation
neps1345,NEPS-1345,DR001 SRS 5.2.2 Disaster Recovery Test Created an ID in Primary System ,NEPSKey;Observation
neps1347,NEPS-1347,FPDS-NG Printable Version of FPDS NGCAR PDF not Uploading ,NEPSKey;Workaround
neps1349,NEPS-1349,FPDS-NG tab displayed. CAR in Final status ,NEPSKey;Observation;Workaround
neps1351,NEPS-1351,Header Delivery Date information not properly populated on migrated award ,NEPSKey;Observation
neps1352,NEPS-1352,FPDS-NG reconciliation error due to Type of Contract ,NEPSKey;Observation;Workaround
neps1353,NEPS-1353,Header Delivery Date exists in XML but not mapped on Migrated Documents ,NEPSKey;Enhancement;Workaround
neps1354,NEPS-1354,FPDS-NG External Validation Error for Type of Contract Change on Migrated Award Modifications ,NEPSKey;Workaround
neps1355,NEPS-1355,AUDIT _002.79 Configuration Manager N ,NEPSKey
neps1356,NEPS-1356,AUDIT _002.80 HCA Drop Box User N ,NEPSKey
neps1357,NEPS-1357,AUDIT _002.81 Developer N ,NEPSKey
neps1358,NEPS-1358,AUDIT _003.14 FM Overlay IA 7 FISCAM AC 2 ,NEPSKey
neps1359,NEPS-1359,System Availability Requires further discussion with Navy ,NEPSKey;Observation
neps1360,NEPS-1360,throughput capacity for all platforms ,NEPSKey;Observation
neps1361,NEPS-1361,CloudWatch monitors ,NEPSKey;Observation
neps1362,NEPS-1362,SRS 3.2.3 TEF 29 TEF 29.01 TEF 29.02 TOP 9 TOP 18; TC10000.1_001 TOP 11 ,NEPSKey
neps1371,NEPS-1371,Unexercised option fee amount not reflected in Total Contract Value ,NEPSKey;Enhancement;Workaround
neps1380,NEPS-1380,SAM Entity Retrive Vendor Data via API ,NEPSKey;Workaround
neps1387,NEPS-1387,CDRL B005 View System Updated Milestones Attachments added but did not Complete ,NEPSKey;Workaround
neps1388,NEPS-1388,Maintain CCF Tested and ed. Observed by Linton McCracken. ,NEPSKey
neps1389,NEPS-1389,ECF does not appear in search results for Milestone Report ,NEPSKey
neps1393,NEPS-1393,IT01 ERP Unable to transmit over MQ when SSL turned on ,NEPSKey
neps1394,NEPS-1394,ePS Virtual IT Failed Not Tested Misc Functional ,NEPSKey;Observation
neps1395,NEPS-1395,JA Announcements are not transmitting Attachments to Alpha.SAM.gov_Attachment Not Transmitting to SAM.gov Due to Size Limitation ,NEPSKey;Observation;Workaround
neps1396,NEPS-1396,Approval history does not update ,NEPSKey;Observation
neps1398,NEPS-1398,AWS IT SAM Data Source Inconsistency SAM RTVQ Validation Performed against alpha SAM test site ,NEPSKey
neps1399,NEPS-1399,SF1442 CSI Format Funding info not transmitting to PDF of AWD_AWD mods ,NEPSKey
neps1415,NEPS-1415,Untestable LD Requirement ESE 6 ,NEPSKey
neps1416,NEPS-1416,Untestable LD Requirement ESE 6.01 ,NEPSKey
neps1417,NEPS-1417,Untestable LD Requirement ESE 9 ,NEPSKey
neps1418,NEPS-1418,Untestable LD Requirement ESE 12 ,NEPSKey
neps1419,NEPS-1419,Untestable LD Requirement ESE 15 ,NEPSKey
neps1420,NEPS-1420,Untestable LD Requirement ESE 15.01 ,NEPSKey
neps1421,NEPS-1421,Untestable LD Requirement ESE 15.02 ,NEPSKey
neps1422,NEPS-1422,Untestable LD Requirement ESE 15.03 ,NEPSKey
neps1423,NEPS-1423,Untestable LD Requirement ESE 15.04 ,NEPSKey
neps1424,NEPS-1424,Untestable LD Requirement ESE 15.05 ,NEPSKey
neps1425,NEPS-1425,Untestable LD Requirement ESE 15.07 ,NEPSKey
neps1426,NEPS-1426,Untestable LD Requirement ESE 15.08 ,NEPSKey
neps1427,NEPS-1427,Untestable LD Requirement ESE 15.09 ,NEPSKey
neps1428,NEPS-1428,Untestable LD Requirement ESE 16 ,NEPSKey
neps1429,NEPS-1429,Untestable LD Requirement ESE 16.01 ,NEPSKey
neps1430,NEPS-1430,Untestable LD Requirement ESE 16.02 ,NEPSKey
neps1431,NEPS-1431,Untestable LD Requirement ESE 16.03 ,NEPSKey
neps1432,NEPS-1432,Untestable LD Requirement ESE 16.05 ,NEPSKey
neps1433,NEPS-1433,Untestable LD Requirement ESE 16.05.01 ,NEPSKey
neps1434,NEPS-1434,Untestable LD Requirement ESE 16.07 ,NEPSKey
neps1435,NEPS-1435,Untestable LD Requirement ESE 16.07.01 ,NEPSKey
neps1436,NEPS-1436,Untestable LD Requirement ESE 16.08 ,NEPSKey
neps1437,NEPS-1437,Untestable LD Requirement ESE 16.09 ,NEPSKey
neps1438,NEPS-1438,Untestable LD Requirement ESE 16.1 ,NEPSKey
neps1439,NEPS-1439,Untestable LD Requirement ESE 16.11 ,NEPSKey
neps1440,NEPS-1440,Untestable LD Requirement ESE 16.12 ,NEPSKey
neps1441,NEPS-1441,Untestable LD Requirement ESE 16.12.01 ,NEPSKey
neps1442,NEPS-1442,Untestable LD Requirement ESE 16.13 ,NEPSKey
neps1443,NEPS-1443,Untestable LD Requirement ESE 17.04 ,NEPSKey
neps1444,NEPS-1444,Untestable LD Requirement ESE 18 ,NEPSKey
neps1445,NEPS-1445,Untestable LD Requirement ESE 18.01 ,NEPSKey
neps1446,NEPS-1446,Untestable LD Requirement ESE 18.02 ,NEPSKey
neps1447,NEPS-1447,Untestable LD Requirement ESE 18.03 ,NEPSKey
neps1448,NEPS-1448,Untestable LD Requirement ESE 18.04 ,NEPSKey
neps1449,NEPS-1449,Untestable LD Requirement ESE 18.06 ,NEPSKey
neps1450,NEPS-1450,Untestable LD Requirement ESE 19 ,NEPSKey
neps1451,NEPS-1451,Untestable LD Requirement ESE 19.01 ,NEPSKey
neps1452,NEPS-1452,Untestable LD Requirement ESE 19.02 ,NEPSKey
neps1453,NEPS-1453,Untestable LD Requirement ESE 19.03 ,NEPSKey
neps1454,NEPS-1454,Untestable LD Requirement ESE 24 ,NEPSKey
neps1455,NEPS-1455,Untestable LD Requirement ESE 24.01 ,NEPSKey
neps1456,NEPS-1456,Untestable LD Requirement ESE 27 ,NEPSKey
neps1457,NEPS-1457,Untestable LD Requirement ESE 27.01 ,NEPSKey
neps1458,NEPS-1458,Untestable LD Requirement ESE 27.02 ,NEPSKey
neps1459,NEPS-1459,Untestable LD Requirement ESE 28 ,NEPSKey
neps1460,NEPS-1460,Untestable LD Requirement ESE 29 ,NEPSKey
neps1461,NEPS-1461,Untestable LD Requirement ESE 35 ,NEPSKey
neps1462,NEPS-1462,Untestable LD Requirement ESE 36 ,NEPSKey
neps1463,NEPS-1463,Untestable LD Requirement ESF 3 ,NEPSKey
neps1464,NEPS-1464,Untestable LD Requirement ESF 4 ,NEPSKey
neps1465,NEPS-1465,Untestable LD Requirement ESF 5 ,NEPSKey
neps1466,NEPS-1466,Untestable LD Requirement ESF 6 ,NEPSKey
neps1467,NEPS-1467,Untestable LD Requirement ESF 8 ,NEPSKey
neps1468,NEPS-1468,Untestable LD Requirement ICD 6.03 ,NEPSKey
neps1469,NEPS-1469,Untestable LD Requirement ICD 6.04 ,NEPSKey
neps1470,NEPS-1470,Untestable LD Requirement IGX 17 ,NEPSKey
neps1471,NEPS-1471,Untestable LD Requirement IGX 18 ,NEPSKey
neps1472,NEPS-1472,Untestable LD Requirement SAF 3.03 ,NEPSKey
neps1473,NEPS-1473,Untestable LD Requirement SAI 7.04 ,NEPSKey
neps1474,NEPS-1474,Untestable LD Requirement SAI 11 ,NEPSKey
neps1475,NEPS-1475,Untestable LD Requirement SAI 12 ,NEPSKey
neps1476,NEPS-1476,Untestable LD Requirement SAI 13 ,NEPSKey
neps1477,NEPS-1477,Untestable LD Requirement SAI 14 ,NEPSKey
neps1478,NEPS-1478,Untestable LD Requirement DBB 49.01 ,NEPSKey
neps1479,NEPS-1479,Untestable LD Requirement TDR 8 ,NEPSKey
neps1483,NEPS-1483,Untestable LD Requirement DBB 6 ,NEPSKey
neps1484,NEPS-1484,Untestable LD Requirement ESE 40 ,NEPSKey
neps1489,NEPS-1489,Firefox browser not working ,NEPSKey;Workaround
neps1499,NEPS-1499,HCA_UAT MARCOR Keywords option,NEPSKey;Observation
neps1500,NEPS-1500,"HCA_UAT MARCOR Keywords contract, ecf, file, list, milestone, select, selected, task, template",NEPSKey;Observation
neps1501,NEPS-1501,"HCA_UAT MARCOR Keywords field, multiple, populate",NEPSKey;Duplicate;Enhancement;Observation
neps1502,NEPS-1502,"HCA_UAT NAVSEA Keywords address, based, change, format, information, perform, ratio, require, review, validation, view",NEPSKey;Enhancement;Observation;Training;Working_As_Designed
neps1503,NEPS-1503,"HCA_UAT NAVSEA Keywords access, approve, assign, assigned, incoming, interface, loa, order, signed, workload",NEPSKey;Observation
neps1504,NEPS-1504,"HCA_UAT NAVSEA Keywords attachment, ecf, require",NEPSKey;Enhancement;Observation;Working_As_Designed
neps1505,NEPS-1505,"HCA_UAT NAVSEA Keywords approve, date, milestone, update",NEPSKey;Enhancement;Training
neps1506,NEPS-1506,PDS 2.6 PRDS Export Clause Fillins map both value and tag to insert fillins ,NEPSKey;Enhancement;Observation;Workaround
neps1507,NEPS-1507,SAM Contract Opportunities Draft Notice Preview button hidden ,NEPSKey;Enhancement;Workaround
neps1508,NEPS-1508,"HCA_UAT NAVSEA Keywords amendment, approve, execute",NEPSKey;Observation
neps1509,NEPS-1509,solicit MACC Holders with DD 1155 form ,NEPSKey;Enhancement;Observation
neps1510,NEPS-1510,"HCA_UAT HQMCI Keywords associate, CLIN, display, document, field, line item, list, log, number, option, plan, search, select",NEPSKey;Duplicate;Enhancement;Observation
neps1511,NEPS-1511,"HCA_UAT HQMCIL Keywords associate, create, created, document, line item, number, order, summary, view",NEPSKey;Enhancement;Observation
neps1512,NEPS-1512,"HCA_UAT HQMCIL Keywords acceptance, address, delivery, format, information, level, line item",NEPSKey;Observation
neps1513,NEPS-1513,"HCA_UAT HQMCIL Keywords assign, assignment, associate, ko, loa, par, perform, security, workload",NEPSKey;Observation
neps1514,NEPS-1514,"HCA_UAT MARCOR Keywords based, create, document, fund, instructions, loa",NEPSKey;Observation;Test_Script_Issue_Verify
neps1515,NEPS-1515,Migrated documents Claimant Program Code was not populated ,NEPSKey;Observation;Test_Script_Issue_Verify
neps1516,NEPS-1516,"HCA_UAT MARCOR Keywords create, fund, funding, manually",NEPSKey;Observation;Stylesheet;Workaround
neps1517,NEPS-1517,"HCA_UAT NAVSUP Keywords browser, log",NEPSKey
neps1518,NEPS-1518,"HCA_UAT NAVSUP Keywords data, format, information",NEPSKey;Observation;Training
neps1519,NEPS-1519,HCA_UAT NAVSUP Keywords field,NEPSKey;Observation;Training
neps1520,NEPS-1520,"HCA_UAT NAVSUP Keywords contract, instructions, multiple",NEPSKey;Enhancement;Observation;Training
neps1521,NEPS-1521,"HCA_UAT NAVSUP Keywords address, level, search",NEPSKey;Enhancement;Observation
neps1522,NEPS-1522,"HCA_UAT NAVSUP Keywords address, code, data, field, search",NEPSKey;Enhancement;Observation
neps1523,NEPS-1523,"HCA_UAT NAVSUP Keywords address, option, order",NEPSKey;Enhancement;Observation
neps1524,NEPS-1524,"HCA_UAT NAVSUP Keywords access, data, format, information, reference, search",NEPSKey;Observation;Training
neps1525,NEPS-1525,"HCA_UAT NAVSUP Keywords data, field, reference, result, search",NEPSKey;Observation;Workaround
neps1526,NEPS-1526,"HCA_UAT NAVSUP Keywords field, number, option",NEPSKey;CGI_Disagrees
neps1527,NEPS-1527,"HCA_UAT NAVSUP Keywords option, service",NEPSKey;Observation
neps1528,NEPS-1528,"HCA_UAT NAVSUP Keywords display, PSC, search",NEPSKey;Enhancement;Observation
neps1529,NEPS-1529,HCA_UAT NAVSUP Keywords plan,NEPSKey;Observation
